yr,date,st,stname,mag,inj,fat,loss,closs,len,wid,slat,slon,location
2010,10/26/2010,OH,Ohio,0,0,0,0.07,0.0,2.23,30,39.73,-83.12,"[39.73, -83.12]"
2010,10/26/2010,OH,Ohio,0,0,0,0.04,0.0,0.21,100,39.87,-82.88,"[39.87, -82.88]"
2010,10/26/2010,AL,Alabama,1,0,0,0.01,0.0,1.04,50,34.65,-87.19,"[34.65, -87.19]"
2010,10/26/2010,OH,Ohio,0,0,0,0.01,0.0,0.55,50,40.0,-82.53,"[40.0, -82.53]"
2010,10/26/2010,TN,Tennessee,1,0,0,0.1,0.0,0.13,40,35.29,-84.77,"[35.29, -84.77]"
2010,10/26/2010,TN,Tennessee,1,0,0,0.03,0.0,2.0,50,35.67,-84.15,"[35.67, -84.15]"
2010,10/26/2010,AL,Alabama,0,0,0,0.01,0.0,0.29,50,34.64,-86.85,"[34.64, -86.85]"
2010,10/26/2010,SC,South Carolina,0,0,0,0.0,0.0,0.8,150,34.75,-83.22,"[34.75, -83.22]"
2010,10/26/2010,KY,Kentucky,1,0,0,0.25,0.0,0.7,220,36.61,-83.72,"[36.61, -83.72]"
2010,10/26/2010,SC,South Carolina,0,0,0,0.0,0.0,0.46,200,34.83,-83.03,"[34.83, -83.03]"
2010,10/26/2010,TN,Tennessee,0,0,0,0.01,0.0,0.4,20,35.03,-85.44,"[35.03, -85.44]"
2010,10/26/2010,TN,Tennessee,2,6,0,0.2,0.0,1.2,100,35.12,-85.19,"[35.12, -85.19]"
2010,10/26/2010,AL,Alabama,1,0,0,0.2,0.0,4.46,175,34.35,-86.07,"[34.35, -86.07]"
2010,10/26/2010,NC,North Carolina,2,11,0,1.2,0.0,2.58,200,35.54,-81.48,"[35.54, -81.48]"
2010,10/26/2010,NC,North Carolina,0,0,0,0.0,0.0,0.74,100,35.57,-81.44,"[35.57, -81.44]"
2010,10/26/2010,AL,Alabama,0,0,0,0.01,0.0,0.88,50,34.27,-86.12,"[34.27, -86.12]"
2010,10/26/2010,SC,South Carolina,0,0,0,0.0,0.0,4.73,40,35.09,-82.48,"[35.09, -82.48]"
2010,10/26/2010,NC,North Carolina,2,0,0,6.61,0.0,2.53,100,35.7,-81.16,"[35.7, -81.16]"
2010,10/26/2010,NC,North Carolina,0,0,0,0.1,0.0,0.45,40,35.27,-82.04,"[35.27, -82.04]"
2010,10/26/2010,NC,North Carolina,0,0,0,0.01,0.0,0.27,30,35.32,-81.92,"[35.32, -81.92]"
2010,10/26/2010,AL,Alabama,1,0,0,0.05,0.0,4.3,200,33.61,-86.71,"[33.61, -86.71]"
2010,10/26/2010,NC,North Carolina,1,0,0,0.1,0.0,2.25,200,36.34,-80.3,"[36.34, -80.3]"
2010,10/26/2010,NC,North Carolina,0,0,0,0.0,0.0,0.42,75,35.56,-80.96,"[35.56, -80.96]"
2010,10/26/2010,NC,North Carolina,0,0,0,0.0,0.0,1.79,75,35.56,-80.96,"[35.56, -80.96]"
2010,10/26/2010,VA,Virginia,0,0,0,0.03,0.0,5.44,200,36.6,-79.72,"[36.6, -79.72]"
2010,10/27/2010,VA,Virginia,2,0,0,0.04,0.0,3.89,200,36.58,-78.88,"[36.58, -78.88]"
2010,10/27/2010,VA,Virginia,0,0,0,0.02,0.0,1.25,100,36.73,-78.54,"[36.73, -78.54]"
2010,10/27/2010,GA,Georgia,0,0,0,0.42,0.0,0.79,75,34.15,-84.45,"[34.15, -84.45]"
2010,10/27/2010,NC,North Carolina,0,0,0,0.0,0.01,0.56,50,36.37,-79.15,"[36.37, -79.15]"
2010,10/27/2010,NC,North Carolina,1,0,0,0.07,0.0,0.56,50,36.39,-78.95,"[36.39, -78.95]"
2010,10/27/2010,VA,Virginia,1,1,0,1.5,0.0,11.36,200,37.57,-77.46,"[37.57, -77.46]"
2010,10/27/2010,NC,North Carolina,1,0,0,0.25,0.0,2.87,50,36.19,-79.22,"[36.19, -79.22]"
2010,10/27/2010,NC,North Carolina,0,0,0,0.1,0.0,4.66,100,36.33,-78.71,"[36.33, -78.71]"
2010,10/27/2010,NC,North Carolina,0,0,0,0.03,0.0,2.87,50,36.38,-78.38,"[36.38, -78.38]"
2010,10/27/2010,NC,North Carolina,1,0,0,0.71,0.0,0.9,200,36.26,-80.36,"[36.26, -80.36]"
2010,10/27/2010,VA,Virginia,0,0,0,0.05,0.0,0.25,50,36.75,-77.07,"[36.75, -77.07]"
2010,11/3/2010,LA,Louisiana,0,0,0,0.0,0.0,0.25,50,30.64,-91.15,"[30.64, -91.15]"
2010,11/3/2010,LA,Louisiana,0,0,0,0.0,0.0,0.25,25,29.81,-90.49,"[29.81, -90.49]"
2010,11/17/2010,MD,Maryland,1,3,0,0.25,0.0,0.43,250,39.37,-76.57,"[39.37, -76.57]"
2010,11/17/2010,PA,Pennsylvania,1,0,0,0.07,0.0,1.73,150,41.46,-75.56,"[41.46, -75.56]"
2010,11/17/2010,NY,New York,1,0,0,0.0,0.0,1.87,300,42.27,-73.66,"[42.27, -73.66]"
2010,11/22/2010,IL,Illinois,2,6,0,5.0,0.0,18.1,200,42.33,-88.97,"[42.33, -88.97]"
2010,11/22/2010,IL,Illinois,1,0,0,1.0,0.0,5.45,100,42.49,-88.57,"[42.49, -88.57]"
2010,11/22/2010,WI,Wisconsin,0,0,0,0.0,0.0,0.87,125,42.66,-88.09,"[42.66, -88.09]"
2010,11/22/2010,WI,Wisconsin,1,2,0,2.0,0.0,10.57,150,42.67,-88.07,"[42.67, -88.07]"
2010,11/23/2010,MS,Mississippi,1,0,0,0.25,0.1,8.01,150,31.99,-90.1,"[31.99, -90.1]"
2010,11/23/2010,MS,Mississippi,1,0,0,0.2,0.05,2.06,75,31.99,-89.72,"[31.99, -89.72]"
2010,11/24/2010,MO,Missouri,0,0,0,0.03,0.0,0.98,75,37.94,-93.42,"[37.94, -93.42]"
2010,11/24/2010,MO,Missouri,1,0,0,0.07,0.0,2.79,150,38.03,-93.2,"[38.03, -93.2]"
2010,11/24/2010,MO,Missouri,1,0,0,0.07,0.0,0.85,200,37.45,-93.36,"[37.45, -93.36]"
2010,11/25/2010,TN,Tennessee,0,0,0,0.1,0.0,0.61,200,35.85,-88.87,"[35.85, -88.87]"
2010,11/25/2010,LA,Louisiana,0,0,0,0.15,0.0,2.78,75,30.2,-92.66,"[30.2, -92.66]"
2010,11/25/2010,LA,Louisiana,0,0,0,0.01,0.0,0.34,25,30.27,-92.6,"[30.27, -92.6]"
2010,11/25/2010,LA,Louisiana,1,0,0,0.12,0.0,2.37,100,30.3,-92.51,"[30.3, -92.51]"
2010,11/25/2010,LA,Louisiana,1,0,0,0.07,0.0,4.99,50,30.39,-92.4,"[30.39, -92.4]"
2010,11/25/2010,LA,Louisiana,1,0,0,0.1,0.0,3.74,200,30.44,-92.32,"[30.44, -92.32]"
2010,11/25/2010,LA,Louisiana,1,0,0,0.15,0.0,2.68,200,30.48,-92.23,"[30.48, -92.23]"
2010,11/26/2010,LA,Louisiana,1,1,0,0.1,0.0,2.15,300,30.49,-92.19,"[30.49, -92.19]"
2010,11/29/2010,LA,Louisiana,4,0,0,0.75,0.0,13.96,400,31.79,-92.81,"[31.79, -92.81]"
2010,11/29/2010,MO,Missouri,0,0,0,0.0,0.0,0.33,25,39.79,-93.74,"[39.79, -93.74]"
2010,11/29/2010,LA,Louisiana,1,0,0,0.01,0.0,3.67,100,32.28,-92.19,"[32.28, -92.19]"
2010,11/29/2010,MS,Mississippi,1,0,0,0.0,0.2,3.58,100,32.88,-90.74,"[32.88, -90.74]"
2010,11/29/2010,MS,Mississippi,0,0,0,0.09,0.0,1.18,50,32.66,-90.86,"[32.66, -90.86]"
2010,11/29/2010,MS,Mississippi,2,0,0,0.7,0.0,11.7,200,32.72,-90.63,"[32.72, -90.63]"
2010,11/29/2010,MS,Mississippi,0,0,0,0.1,0.0,1.9,25,32.37,-90.83,"[32.37, -90.83]"
2010,11/29/2010,MS,Mississippi,2,0,0,1.3,0.0,7.45,150,32.85,-90.42,"[32.85, -90.42]"
2010,11/29/2010,MS,Mississippi,0,0,0,0.0,0.01,0.69,30,31.97,-91.07,"[31.97, -91.07]"
2010,11/29/2010,MS,Mississippi,0,0,0,0.01,0.0,7.25,50,32.21,-90.7,"[32.21, -90.7]"
2010,11/29/2010,MS,Mississippi,1,0,0,0.03,0.0,1.69,40,32.04,-90.96,"[32.04, -90.96]"
2010,11/29/2010,MS,Mississippi,3,6,0,1.05,0.2,9.6,400,32.91,-89.72,"[32.91, -89.72]"
2010,11/29/2010,MS,Mississippi,2,15,0,0.85,0.0,1.68,200,33.44,-88.83,"[33.44, -88.83]"
2010,11/29/2010,MS,Mississippi,1,0,0,0.25,0.0,1.68,150,33.64,-88.67,"[33.64, -88.67]"
2010,11/29/2010,MS,Mississippi,2,11,0,0.25,0.0,0.28,125,33.88,-88.46,"[33.88, -88.46]"
2010,11/30/2010,LA,Louisiana,0,0,0,0.01,0.0,1.03,25,30.42,-92.17,"[30.42, -92.17]"
2010,11/30/2010,LA,Louisiana,0,0,0,0.01,0.0,1.26,25,30.44,-92.12,"[30.44, -92.12]"
2010,11/30/2010,AL,Alabama,1,0,0,0.14,0.0,1.37,150,33.55,-88.1,"[33.55, -88.1]"
2010,11/30/2010,MS,Mississippi,2,0,0,0.9,0.0,11.03,600,32.01,-89.6,"[32.01, -89.6]"
2010,11/30/2010,MS,Mississippi,0,0,0,0.01,0.0,4.81,25,31.11,-90.81,"[31.11, -90.81]"
2010,11/30/2010,AL,Alabama,1,0,0,0.03,0.0,0.08,50,32.63,-87.42,"[32.63, -87.42]"
2010,11/30/2010,MS,Mississippi,0,0,0,0.07,0.0,7.0,30,31.62,-89.08,"[31.62, -89.08]"
2010,11/30/2010,AL,Alabama,1,0,0,0.03,0.0,1.72,150,34.16,-86.58,"[34.16, -86.58]"
2010,11/30/2010,MS,Mississippi,0,0,0,0.0,0.0,0.05,25,30.37,-89.62,"[30.37, -89.62]"
2010,11/30/2010,AL,Alabama,1,0,0,0.06,0.0,5.8,150,32.43,-86.51,"[32.43, -86.51]"
2010,11/30/2010,AL,Alabama,0,0,0,0.01,0.0,1.67,40,33.11,-86.07,"[33.11, -86.07]"
2010,11/30/2010,AL,Alabama,0,0,0,0.04,0.0,6.65,100,32.6,-86.23,"[32.6, -86.23]"
2010,11/30/2010,GA,Georgia,2,0,0,5.0,0.0,2.11,100,34.04,-83.95,"[34.04, -83.95]"
2010,11/30/2010,GA,Georgia,0,0,0,0.26,0.0,2.69,50,33.29,-84.08,"[33.29, -84.08]"
2010,11/30/2010,SC,South Carolina,1,0,0,1.5,0.0,2.66,125,34.83,-82.61,"[34.83, -82.61]"
2010,11/30/2010,SC,South Carolina,0,0,0,0.05,0.0,1.99,200,34.66,-82.09,"[34.66, -82.09]"
2010,12/1/2010,MD,Maryland,0,0,0,0.01,0.0,2.31,50,38.63,-76.97,"[38.63, -76.97]"
2010,12/14/2010,OR,Oregon,2,2,0,1.2,0.0,5.0,150,44.84,-122.88,"[44.84, -122.88]"
2010,12/30/2010,MO,Missouri,0,0,0,0.05,0.0,0.25,30,36.53,-93.43,"[36.53, -93.43]"
2010,12/30/2010,MO,Missouri,1,0,0,2.0,0.0,3.15,300,36.57,-93.37,"[36.57, -93.37]"
2010,12/31/2010,MO,Missouri,0,0,0,0.75,0.0,1.75,75,36.62,-93.35,"[36.62, -93.35]"
2010,12/31/2010,MO,Missouri,1,2,0,0.3,0.0,8.37,250,37.03,-93.04,"[37.03, -93.04]"
2010,12/31/2010,OK,Oklahoma,3,10,4,1.94,0.0,21.1,500,36.0,-94.57,"[36.0, -94.57]"
2010,12/31/2010,AR,Arkansas,0,0,0,0.01,0.0,4.25,50,36.48,-93.44,"[36.48, -93.44]"
2010,12/31/2010,MO,Missouri,0,0,0,0.01,0.0,1.0,50,37.63,-93.34,"[37.63, -93.34]"
2010,12/31/2010,MO,Missouri,3,4,0,90.0,0.0,7.5,500,37.69,-92.19,"[37.69, -92.19]"
2010,12/31/2010,MO,Missouri,3,6,2,1.0,0.0,11.0,500,37.94,-91.8,"[37.94, -91.8]"
2010,12/31/2010,MO,Missouri,1,0,2,0.5,0.0,6.78,440,37.77,-91.71,"[37.77, -91.71]"
2010,12/31/2010,MO,Missouri,1,0,0,0.0,0.0,6.36,100,38.15,-91.5,"[38.15, -91.5]"
2010,12/31/2010,MO,Missouri,1,0,0,0.04,0.0,0.8,100,38.5,-91.02,"[38.5, -91.02]"
2010,12/31/2010,MO,Missouri,0,0,0,0.0,0.0,0.36,50,38.51,-91.01,"[38.51, -91.01]"
2010,12/31/2010,MO,Missouri,2,0,0,0.0,0.0,12.19,370,38.34,-90.89,"[38.34, -90.89]"
2010,12/31/2010,MO,Missouri,0,0,0,0.0,0.0,1.96,50,38.56,-90.92,"[38.56, -90.92]"
2010,12/31/2010,MO,Missouri,1,0,0,0.0,0.0,8.6,50,38.31,-90.78,"[38.31, -90.78]"
2010,12/31/2010,MO,Missouri,1,0,0,0.0,0.0,1.7,175,38.59,-90.56,"[38.59, -90.56]"
2010,12/31/2010,MO,Missouri,3,6,1,1.0,0.0,6.65,440,38.49,-90.47,"[38.49, -90.47]"
2010,12/31/2010,IL,Illinois,0,0,0,0.0,0.0,3.64,50,39.31,-90.78,"[39.31, -90.78]"
2010,12/31/2010,MO,Missouri,1,0,0,0.0,0.0,2.71,100,38.65,-90.25,"[38.65, -90.25]"
2010,12/31/2010,IL,Illinois,0,0,0,0.0,0.0,0.14,50,38.62,-89.78,"[38.62, -89.78]"
2010,12/31/2010,IL,Illinois,3,1,0,12.0,0.0,3.63,200,39.98,-89.86,"[39.98, -89.86]"
2010,12/31/2010,IL,Illinois,0,0,0,0.0,0.0,1.74,100,38.9,-89.4,"[38.9, -89.4]"
2010,12/31/2010,MO,Missouri,2,0,0,0.2,0.0,2.63,200,36.94,-90.85,"[36.94, -90.85]"
2010,12/31/2010,MO,Missouri,2,0,0,0.25,0.0,0.24,100,36.82,-90.52,"[36.82, -90.52]"
2010,12/31/2010,LA,Louisiana,0,0,0,0.02,0.0,0.38,50,31.48,-92.21,"[31.48, -92.21]"
2010,12/31/2010,MS,Mississippi,1,0,0,0.11,0.0,3.56,100,32.29,-90.87,"[32.29, -90.87]"
2010,12/31/2010,MS,Mississippi,2,0,0,2.7,0.0,26.17,800,32.09,-90.37,"[32.09, -90.37]"
2010,12/31/2010,MS,Mississippi,0,0,0,0.0,0.0,1.38,50,32.08,-90.05,"[32.08, -90.05]"
2010,12/31/2010,MS,Mississippi,1,0,0,0.25,0.0,2.12,50,31.65,-90.58,"[31.65, -90.58]"
2011,1/1/2011,MS,Mississippi,3,2,0,3.0,2.0,23.45,1300,33.04,-89.81,"[33.04, -89.81]"
2011,1/1/2011,MS,Mississippi,1,0,0,0.07,0.0,0.61,75,33.26,-89.3,"[33.26, -89.3]"
2011,1/1/2011,MS,Mississippi,1,0,0,0.02,0.0,6.52,75,33.28,-89.24,"[33.28, -89.24]"
2011,1/1/2011,MS,Mississippi,1,0,0,3.0,0.0,1.29,250,33.44,-88.84,"[33.44, -88.84]"
2011,1/1/2011,MS,Mississippi,2,0,0,0.8,0.0,6.07,860,32.9,-88.77,"[32.9, -88.77]"
2011,1/1/2011,MS,Mississippi,3,1,0,1.5,0.0,9.63,1330,33.06,-88.46,"[33.06, -88.46]"
2011,1/1/2011,MS,Mississippi,1,0,0,0.11,0.0,11.06,440,32.66,-88.84,"[32.66, -88.84]"
2011,1/9/2011,TX,Texas,1,0,0,5.01,0.0,23.3,200,27.71,-97.97,"[27.71, -97.97]"
2011,1/17/2011,FL,Florida,0,0,0,0.0,0.0,0.05,20,28.49,-80.86,"[28.49, -80.86]"
2011,1/25/2011,FL,Florida,0,0,0,0.0,0.0,0.9,30,28.87,-82.03,"[28.87, -82.03]"
2011,1/25/2011,FL,Florida,0,0,0,0.0,0.0,0.98,30,27.46,-82.14,"[27.46, -82.14]"
2011,1/25/2011,FL,Florida,0,0,0,0.0,0.0,0.86,30,27.41,-81.7,"[27.41, -81.7]"
2011,1/25/2011,FL,Florida,0,0,0,0.0,0.0,1.14,30,27.46,-81.89,"[27.46, -81.89]"
2011,1/25/2011,FL,Florida,0,0,0,0.1,0.0,0.32,50,26.72,-81.6,"[26.72, -81.6]"
2011,1/25/2011,FL,Florida,0,0,0,0.01,0.0,0.93,30,27.44,-81.37,"[27.44, -81.37]"
2011,1/25/2011,FL,Florida,0,0,0,0.02,0.0,0.2,50,26.35,-80.13,"[26.35, -80.13]"
2011,2/1/2011,TX,Texas,1,0,0,0.06,0.0,0.64,100,32.29,-94.66,"[32.29, -94.66]"
2011,2/1/2011,LA,Louisiana,0,0,0,0.0,0.0,6.03,50,31.64,-93.49,"[31.64, -93.49]"
2011,2/1/2011,AL,Alabama,0,0,0,0.15,0.0,1.59,40,31.55,-85.19,"[31.55, -85.19]"
2011,2/11/2011,HI,Hawaii,0,0,0,0.0,0.0,0.01,10,20.77,-156.45,"[20.77, -156.45]"
2011,2/24/2011,AR,Arkansas,1,0,0,0.17,0.0,11.09,80,34.78,-92.87,"[34.78, -92.87]"
2011,2/24/2011,AR,Arkansas,1,0,0,0.07,0.0,2.32,100,34.73,-92.08,"[34.73, -92.08]"
2011,2/24/2011,AR,Arkansas,1,0,0,0.4,0.0,1.57,235,34.77,-91.9,"[34.77, -91.9]"
2011,2/24/2011,KY,Kentucky,0,0,0,0.03,0.0,1.11,50,36.56,-89.18,"[36.56, -89.18]"
2011,2/24/2011,KY,Kentucky,1,0,0,0.08,0.0,7.18,100,36.53,-88.89,"[36.53, -88.89]"
2011,2/24/2011,LA,Louisiana,1,0,0,0.75,0.0,6.5,75,32.98,-91.43,"[32.98, -91.43]"
2011,2/24/2011,MS,Mississippi,2,0,0,1.0,0.0,7.34,400,33.0,-90.96,"[33.0, -90.96]"
2011,2/24/2011,KY,Kentucky,2,0,0,0.6,0.0,5.68,300,36.9,-87.62,"[36.9, -87.62]"
2011,2/24/2011,TN,Tennessee,2,0,0,1.52,0.0,12.19,400,35.66,-88.24,"[35.66, -88.24]"
2011,2/24/2011,TN,Tennessee,2,0,0,0.55,0.0,7.51,100,36.09,-86.62,"[36.09, -86.62]"
2011,2/24/2011,TN,Tennessee,2,2,0,0.5,0.0,8.0,150,36.12,-86.42,"[36.12, -86.42]"
2011,2/24/2011,AL,Alabama,0,0,0,0.07,0.0,0.57,100,34.29,-87.86,"[34.29, -87.86]"
2011,2/24/2011,AL,Alabama,0,0,0,0.0,0.0,0.24,20,34.3,-86.97,"[34.3, -86.97]"
2011,2/25/2011,CA,California,0,0,0,0.02,0.0,0.35,10,38.56,-121.3,"[38.56, -121.3]"
2011,2/27/2011,OK,Oklahoma,0,0,0,0.0,0.0,3.47,75,36.99,-96.67,"[36.99, -96.67]"
2011,2/27/2011,KS,Kansas,0,0,0,0.0,0.0,0.95,75,37.03,-96.48,"[37.03, -96.48]"
2011,2/27/2011,MO,Missouri,1,0,0,0.0,0.0,1.03,30,39.67,-92.04,"[39.67, -92.04]"
2011,2/27/2011,MO,Missouri,0,0,0,0.0,0.0,2.02,20,39.66,-92.04,"[39.66, -92.04]"
2011,2/27/2011,MO,Missouri,0,0,0,0.0,0.0,2.28,40,39.48,-91.21,"[39.48, -91.21]"
2011,2/27/2011,MO,Missouri,0,0,0,0.0,0.0,1.41,40,39.5,-91.29,"[39.5, -91.29]"
2011,2/27/2011,MO,Missouri,1,0,0,0.0,0.0,0.24,50,38.41,-91.82,"[38.41, -91.82]"
2011,2/27/2011,MO,Missouri,1,0,0,0.0,0.0,0.74,175,38.5,-91.4,"[38.5, -91.4]"
2011,2/27/2011,MO,Missouri,1,0,0,0.0,0.0,9.35,200,38.58,-90.94,"[38.58, -90.94]"
2011,2/27/2011,MO,Missouri,1,0,0,0.0,0.0,0.15,50,38.62,-90.72,"[38.62, -90.72]"
2011,2/27/2011,MO,Missouri,1,0,0,0.0,0.0,0.36,75,38.61,-90.7,"[38.61, -90.7]"
2011,2/27/2011,MO,Missouri,1,0,0,0.0,0.0,0.91,200,38.62,-90.69,"[38.62, -90.69]"
2011,2/27/2011,MO,Missouri,1,0,0,0.0,0.0,0.74,50,38.61,-90.69,"[38.61, -90.69]"
2011,2/27/2011,MO,Missouri,1,0,0,0.0,0.0,0.6,70,38.62,-90.66,"[38.62, -90.66]"
2011,2/27/2011,IN,Indiana,1,0,0,0.1,0.0,0.63,40,39.95,-85.82,"[39.95, -85.82]"
2011,2/27/2011,IL,Illinois,1,0,0,0.0,0.0,3.26,100,38.71,-90.16,"[38.71, -90.16]"
2011,2/27/2011,IL,Illinois,1,0,0,0.0,0.0,2.41,150,38.78,-89.98,"[38.78, -89.98]"
2011,2/27/2011,IL,Illinois,1,0,0,0.0,0.0,1.96,50,38.77,-89.9,"[38.77, -89.9]"
2011,2/27/2011,IL,Illinois,2,1,0,0.0,0.0,2.7,200,38.73,-89.93,"[38.73, -89.93]"
2011,2/27/2011,IL,Illinois,1,0,0,0.0,0.0,2.7,50,38.87,-89.55,"[38.87, -89.55]"
2011,2/28/2011,IL,Illinois,0,0,0,0.0,0.0,2.77,50,38.42,-89.56,"[38.42, -89.56]"
2011,2/28/2011,IL,Illinois,2,0,0,0.0,0.0,2.34,100,38.44,-89.42,"[38.44, -89.42]"
2011,2/28/2011,IL,Illinois,2,0,0,0.0,0.0,1.26,90,38.92,-88.93,"[38.92, -88.93]"
2011,2/28/2011,IL,Illinois,1,0,0,0.0,0.0,0.15,10,39.02,-88.83,"[39.02, -88.83]"
2011,2/28/2011,IL,Illinois,2,0,0,0.0,0.0,0.08,50,39.0,-88.81,"[39.0, -88.81]"
2011,2/28/2011,IN,Indiana,1,0,0,0.15,0.0,23.32,250,38.27,-87.79,"[38.27, -87.79]"
2011,2/28/2011,IN,Indiana,2,0,0,0.6,0.0,22.01,550,38.34,-87.54,"[38.34, -87.54]"
2011,2/28/2011,IN,Indiana,0,0,0,0.15,0.0,1.93,200,38.44,-87.1,"[38.44, -87.1]"
2011,2/28/2011,IN,Indiana,2,1,0,0.5,0.0,14.17,225,38.34,-87.0,"[38.34, -87.0]"
2011,2/28/2011,IN,Indiana,1,0,0,0.01,0.0,3.03,100,38.33,-85.69,"[38.33, -85.69]"
2011,2/28/2011,KY,Kentucky,3,1,0,0.5,0.0,2.26,150,38.35,-85.16,"[38.35, -85.16]"
2011,2/28/2011,OH,Ohio,1,0,0,0.1,0.0,2.41,75,39.86,-82.54,"[39.86, -82.54]"
2011,2/28/2011,KY,Kentucky,1,0,0,0.1,0.0,8.7,250,37.52,-84.68,"[37.52, -84.68]"
2011,2/28/2011,KY,Kentucky,1,0,0,0.07,0.0,0.25,100,37.75,-83.37,"[37.75, -83.37]"
2011,2/28/2011,TN,Tennessee,2,4,1,0.04,0.0,16.1,600,35.31,-86.11,"[35.31, -86.11]"
2011,2/28/2011,AL,Alabama,1,0,0,0.03,0.0,3.92,200,34.99,-86.5,"[34.99, -86.5]"
2011,2/28/2011,TN,Tennessee,0,0,0,0.02,0.0,0.01,20,35.0,-85.71,"[35.0, -85.71]"
2011,2/28/2011,TN,Tennessee,1,0,0,1.25,0.0,2.2,90,35.13,-85.35,"[35.13, -85.35]"
2011,2/28/2011,TN,Tennessee,1,0,0,5.0,0.0,2.6,150,35.18,-85.28,"[35.18, -85.28]"
2011,2/28/2011,AL,Alabama,0,0,0,0.01,0.0,0.34,50,33.35,-86.22,"[33.35, -86.22]"
2011,2/28/2011,SC,South Carolina,0,0,0,0.0,0.0,1.53,50,35.05,-82.44,"[35.05, -82.44]"
2011,2/28/2011,AL,Alabama,0,0,0,0.08,0.0,8.94,200,32.57,-86.49,"[32.57, -86.49]"
2011,2/28/2011,AL,Alabama,0,0,0,0.04,0.0,1.91,30,33.01,-85.4,"[33.01, -85.4]"
2011,2/28/2011,AL,Alabama,1,0,0,0.06,0.0,4.96,200,32.21,-86.51,"[32.21, -86.51]"
2011,2/28/2011,SC,South Carolina,1,0,0,0.12,0.0,3.38,100,34.25,-81.73,"[34.25, -81.73]"
2011,3/5/2011,LA,Louisiana,0,0,0,0.01,0.0,4.82,25,30.11,-92.83,"[30.11, -92.83]"
2011,3/5/2011,LA,Louisiana,0,0,0,0.01,0.0,2.73,25,30.15,-92.73,"[30.15, -92.73]"
2011,3/5/2011,LA,Louisiana,0,3,0,0.05,0.0,1.05,25,30.23,-92.4,"[30.23, -92.4]"
2011,3/5/2011,LA,Louisiana,2,11,1,15.0,0.0,6.99,250,30.22,-92.31,"[30.22, -92.31]"
2011,3/5/2011,LA,Louisiana,1,0,0,0.03,0.0,0.3,40,30.65,-91.09,"[30.65, -91.09]"
2011,3/5/2011,LA,Louisiana,0,0,0,0.01,0.0,0.25,30,30.41,-90.8,"[30.41, -90.8]"
2011,3/5/2011,LA,Louisiana,1,0,0,0.05,0.0,0.5,30,29.78,-90.82,"[29.78, -90.82]"
2011,3/6/2011,NC,North Carolina,0,1,0,0.1,0.0,2.34,50,35.93,-78.45,"[35.93, -78.45]"
2011,3/6/2011,NC,North Carolina,0,0,0,0.0,0.01,0.38,25,35.59,-77.81,"[35.59, -77.81]"
2011,3/6/2011,NC,North Carolina,0,0,0,0.0,0.0,0.56,30,35.56,-77.81,"[35.56, -77.81]"
2011,3/8/2011,TX,Texas,0,0,0,0.02,0.0,4.02,60,33.61,-95.78,"[33.61, -95.78]"
2011,3/8/2011,TX,Texas,1,0,0,0.4,0.0,10.61,225,33.63,-95.18,"[33.63, -95.18]"
2011,3/8/2011,LA,Louisiana,1,0,0,0.1,0.0,2.18,50,31.19,-92.43,"[31.19, -92.43]"
2011,3/8/2011,LA,Louisiana,1,0,0,0.0,0.01,3.47,50,31.16,-92.58,"[31.16, -92.58]"
2011,3/8/2011,LA,Louisiana,0,0,0,0.03,0.0,2.71,25,31.33,-92.34,"[31.33, -92.34]"
2011,3/9/2011,MS,Mississippi,1,0,0,0.15,0.0,6.0,250,32.13,-90.61,"[32.13, -90.61]"
2011,3/9/2011,MS,Mississippi,2,0,0,0.5,0.0,2.24,150,32.11,-90.31,"[32.11, -90.31]"
2011,3/9/2011,LA,Louisiana,1,0,0,0.1,0.0,11.0,300,30.35,-89.94,"[30.35, -89.94]"
2011,3/9/2011,MS,Mississippi,1,0,0,0.02,0.0,3.0,100,30.49,-89.73,"[30.49, -89.73]"
2011,3/9/2011,LA,Louisiana,1,1,0,0.1,0.0,0.5,100,30.59,-89.95,"[30.59, -89.95]"
2011,3/9/2011,LA,Louisiana,0,0,0,0.01,0.0,1.5,20,30.04,-90.27,"[30.04, -90.27]"
2011,3/9/2011,LA,Louisiana,2,0,0,0.3,0.0,1.86,250,30.29,-89.74,"[30.29, -89.74]"
2011,3/9/2011,MS,Mississippi,1,0,0,0.02,0.0,1.0,30,30.44,-89.15,"[30.44, -89.15]"
2011,3/9/2011,MS,Mississippi,1,0,0,0.1,0.0,0.25,30,30.44,-88.93,"[30.44, -88.93]"
2011,3/9/2011,AL,Alabama,1,0,0,0.0,0.0,0.18,80,30.55,-88.37,"[30.55, -88.37]"
2011,3/9/2011,AL,Alabama,2,4,0,0.0,0.0,0.91,100,30.56,-88.22,"[30.56, -88.22]"
2011,3/9/2011,AL,Alabama,2,0,0,0.0,0.0,2.05,350,30.53,-87.76,"[30.53, -87.76]"
2011,3/9/2011,FL,Florida,0,0,0,0.0,0.0,0.54,80,30.87,-87.33,"[30.87, -87.33]"
2011,3/9/2011,FL,Florida,0,0,0,0.0,0.1,0.11,50,30.62,-87.11,"[30.62, -87.11]"
2011,3/9/2011,GA,Georgia,0,0,0,0.0,0.0,0.4,30,31.33,-83.93,"[31.33, -83.93]"
