yr,date,st,stname,mag,inj,fat,loss,closs,len,wid,slat,slon,location
2010,1/18/2010,CA,California,0,0,0,0.0,0.0,0.53,15,36.73,-119.86,"[36.73, -119.86]"
2010,1/19/2010,CA,California,0,0,0,0.0,0.0,0.14,10,34.42,-119.88,"[34.42, -119.88]"
2010,1/19/2010,CA,California,1,0,0,0.5,0.0,4.62,25,33.72,-118.12,"[33.72, -118.12]"
2010,1/20/2010,LA,Louisiana,0,0,0,0.0,0.0,0.16,25,30.82,-92.05,"[30.82, -92.05]"
2010,1/20/2010,TX,Texas,1,0,0,0.04,0.0,0.79,150,31.51,-93.92,"[31.51, -93.92]"
2010,1/20/2010,TX,Texas,3,0,0,1.5,0.0,15.56,1087,32.49,-94.17,"[32.49, -94.17]"
2010,1/20/2010,TX,Texas,2,0,0,1.0,0.0,15.17,100,32.57,-95.87,"[32.57, -95.87]"
2010,1/20/2010,LA,Louisiana,0,0,0,0.0,0.0,4.6,300,31.77,-93.26,"[31.77, -93.26]"
2010,1/20/2010,MS,Mississippi,0,0,0,0.04,0.0,0.96,40,32.48,-90.24,"[32.48, -90.24]"
2010,1/20/2010,TX,Texas,2,0,0,0.03,0.0,0.9,200,32.06,-95.69,"[32.06, -95.69]"
2010,1/20/2010,TX,Texas,0,0,0,0.1,0.0,5.42,50,33.05,-95.71,"[33.05, -95.71]"
2010,1/20/2010,TX,Texas,1,0,0,0.07,0.0,3.0,100,32.09,-95.63,"[32.09, -95.63]"
2010,1/20/2010,TX,Texas,0,0,0,0.75,0.0,1.35,50,33.13,-95.56,"[33.13, -95.56]"
2010,1/20/2010,LA,Louisiana,1,0,0,0.1,0.0,1.66,150,30.68,-90.39,"[30.68, -90.39]"
2010,1/20/2010,TX,Texas,0,0,0,0.2,0.0,1.48,75,32.19,-95.35,"[32.19, -95.35]"
2010,1/20/2010,TX,Texas,1,0,0,0.04,0.0,0.47,75,32.24,-95.27,"[32.24, -95.27]"
2010,1/20/2010,TX,Texas,1,0,0,0.3,0.0,0.31,50,32.67,-94.58,"[32.67, -94.58]"
2010,1/21/2010,MS,Mississippi,2,0,0,0.5,0.0,3.61,500,31.83,-90.38,"[31.83, -90.38]"
2010,1/21/2010,GA,Georgia,0,0,0,0.0,0.0,0.84,200,30.52,-82.05,"[30.52, -82.05]"
2010,1/21/2010,FL,Florida,0,0,0,0.0,0.0,0.15,100,30.54,-82.04,"[30.54, -82.04]"
2010,1/21/2010,FL,Florida,0,0,0,0.0,0.0,0.14,100,30.56,-81.83,"[30.56, -81.83]"
2010,1/21/2010,FL,Florida,1,0,0,3.5,0.0,8.71,400,29.99,-82.2,"[29.99, -82.2]"
2010,1/21/2010,CA,California,0,0,0,0.0,0.0,1.51,67,34.25,-119.19,"[34.25, -119.19]"
2010,1/21/2010,TN,Tennessee,0,0,0,0.0,0.0,2.46,300,35.2,-85.89,"[35.2, -85.89]"
2010,1/21/2010,CA,California,0,0,0,3.0,0.0,14.26,100,33.51,-114.75,"[33.51, -114.75]"
2010,1/21/2010,AL,Alabama,2,1,0,0.0,0.0,6.6,150,34.7,-86.64,"[34.7, -86.64]"
2010,1/21/2010,TN,Tennessee,0,0,0,0.0,0.0,0.2,30,35.11,-85.69,"[35.11, -85.69]"
2010,1/22/2010,FL,Florida,0,1,0,0.0,0.0,7.34,265,28.25,-80.72,"[28.25, -80.72]"
2010,1/23/2010,CA,California,1,0,0,0.03,0.0,1.64,2,37.91,-121.77,"[37.91, -121.77]"
2010,1/24/2010,TN,Tennessee,0,0,0,0.05,0.0,3.6,50,36.55,-86.91,"[36.55, -86.91]"
2010,2/27/2010,CA,California,0,0,0,0.0,0.0,0.5,20,35.3,-119.27,"[35.3, -119.27]"
2010,3/8/2010,OK,Oklahoma,2,0,0,1.0,0.0,9.48,100,35.56,-99.46,"[35.56, -99.46]"
2010,3/8/2010,OK,Oklahoma,0,0,0,0.0,0.0,0.1,10,35.74,-99.19,"[35.74, -99.19]"
2010,3/8/2010,CA,California,0,0,0,0.05,0.0,0.25,20,39.73,-122.55,"[39.73, -122.55]"
2010,3/10/2010,AR,Arkansas,0,0,0,0.0,0.0,2.37,50,33.91,-93.7,"[33.91, -93.7]"
2010,3/10/2010,AR,Arkansas,1,0,0,0.88,0.0,6.12,400,34.59,-92.66,"[34.59, -92.66]"
2010,3/10/2010,AR,Arkansas,1,2,0,0.95,0.0,13.24,400,35.24,-91.91,"[35.24, -91.91]"
2010,3/10/2010,AR,Arkansas,1,0,0,0.05,0.0,2.91,100,35.44,-91.7,"[35.44, -91.7]"
2010,3/10/2010,AR,Arkansas,2,3,1,0.25,0.0,3.43,300,35.4,-92.14,"[35.4, -92.14]"
2010,3/10/2010,AR,Arkansas,1,0,0,1.2,0.0,0.91,100,35.63,-91.53,"[35.63, -91.53]"
2010,3/10/2010,MO,Missouri,1,0,0,0.0,0.0,6.61,60,38.44,-92.03,"[38.44, -92.03]"
2010,3/10/2010,MO,Missouri,0,0,0,0.0,0.0,0.79,40,38.66,-91.92,"[38.66, -91.92]"
2010,3/10/2010,MO,Missouri,0,0,0,0.0,0.0,3.71,40,38.69,-91.9,"[38.69, -91.9]"
2010,3/10/2010,MO,Missouri,1,1,0,0.2,0.0,1.47,180,36.59,-90.79,"[36.59, -90.79]"
2010,3/11/2010,MS,Mississippi,1,0,0,0.1,0.2,5.27,400,32.42,-89.58,"[32.42, -89.58]"
2010,3/11/2010,MS,Mississippi,1,0,0,0.05,0.1,1.31,250,32.45,-89.56,"[32.45, -89.56]"
2010,3/11/2010,FL,Florida,0,0,0,0.0,0.0,1.5,30,28.73,-82.58,"[28.73, -82.58]"
2010,3/11/2010,FL,Florida,0,0,0,0.0,0.0,0.36,20,28.08,-81.78,"[28.08, -81.78]"
2010,3/11/2010,FL,Florida,1,0,0,0.2,0.0,1.41,70,28.07,-81.56,"[28.07, -81.56]"
2010,3/12/2010,GA,Georgia,0,0,0,0.05,0.0,1.53,100,32.23,-83.75,"[32.23, -83.75]"
2010,3/25/2010,AL,Alabama,1,0,0,0.05,0.0,2.86,50,34.36,-87.08,"[34.36, -87.08]"
2010,3/25/2010,AL,Alabama,1,0,0,0.17,0.0,2.74,100,33.24,-86.87,"[33.24, -86.87]"
2010,3/25/2010,AL,Alabama,1,0,0,0.04,0.0,2.75,200,32.85,-86.68,"[32.85, -86.68]"
2010,3/28/2010,SC,South Carolina,1,0,0,0.0,0.01,13.35,110,33.63,-82.12,"[33.63, -82.12]"
2010,3/28/2010,NC,North Carolina,1,0,0,1.1,0.0,0.13,100,35.23,-81.02,"[35.23, -81.02]"
2010,3/28/2010,FL,Florida,0,0,0,0.01,0.0,2.31,200,28.12,-80.71,"[28.12, -80.71]"
2010,3/28/2010,NC,North Carolina,2,5,0,1.75,0.0,5.0,200,35.69,-80.43,"[35.69, -80.43]"
2010,3/28/2010,NC,North Carolina,3,0,0,10.75,0.0,4.29,250,35.96,-80.08,"[35.96, -80.08]"
2010,3/28/2010,VA,Virginia,0,0,0,0.01,0.0,0.23,100,36.58,-79.0,"[36.58, -79.0]"
2010,3/28/2010,SC,South Carolina,2,0,0,0.25,0.02,2.39,440,33.63,-82.04,"[33.63, -82.04]"
2010,3/28/2010,SC,South Carolina,2,1,0,1.0,0.01,5.01,440,33.99,-81.5,"[33.99, -81.5]"
2010,3/28/2010,NC,North Carolina,1,0,0,0.25,0.0,4.05,75,36.27,-78.9,"[36.27, -78.9]"
2010,3/28/2010,SC,South Carolina,0,0,0,0.0,0.0,2.0,60,34.26,-81.18,"[34.26, -81.18]"
2010,3/29/2010,FL,Florida,0,0,0,0.08,0.0,2.43,100,26.17,-80.17,"[26.17, -80.17]"
2010,4/4/2010,MO,Missouri,0,0,0,0.0,0.0,2.41,25,39.32,-92.67,"[39.32, -92.67]"
2010,4/5/2010,IL,Illinois,0,0,0,0.0,0.0,0.18,10,39.15,-89.52,"[39.15, -89.52]"
2010,4/7/2010,IL,Illinois,0,0,0,0.01,0.0,1.88,50,37.76,-89.53,"[37.76, -89.53]"
2010,4/8/2010,AL,Alabama,0,0,0,0.01,0.0,0.2,50,34.09,-86.59,"[34.09, -86.59]"
2010,4/8/2010,AL,Alabama,0,0,0,0.0,0.0,0.11,100,31.17,-88.04,"[31.17, -88.04]"
2010,4/8/2010,AL,Alabama,0,0,0,0.0,0.0,3.0,75,31.29,-86.04,"[31.29, -86.04]"
2010,4/8/2010,FL,Florida,0,0,0,0.0,0.0,1.0,75,30.51,-84.6,"[30.51, -84.6]"
2010,4/8/2010,GA,Georgia,1,0,0,0.22,0.0,1.77,50,33.77,-83.5,"[33.77, -83.5]"
2010,4/8/2010,SC,South Carolina,0,0,0,0.01,0.0,0.7,30,34.52,-82.99,"[34.52, -82.99]"
2010,4/8/2010,SC,South Carolina,1,0,0,0.1,0.0,2.04,75,34.62,-82.72,"[34.62, -82.72]"
2010,4/8/2010,SC,South Carolina,0,0,0,0.04,0.0,0.15,20,32.24,-80.9,"[32.24, -80.9]"
2010,4/12/2010,FL,Florida,0,0,0,0.0,0.0,0.01,1,26.69,-80.66,"[26.69, -80.66]"
2010,4/13/2010,CO,Colorado,0,0,0,0.0,0.0,0.5,10,39.17,-102.53,"[39.17, -102.53]"
2010,4/17/2010,TX,Texas,0,0,0,0.01,0.0,0.51,50,27.52,-97.97,"[27.52, -97.97]"
2010,4/20/2010,TX,Texas,0,0,0,0.0,0.0,1.05,50,35.18,-102.12,"[35.18, -102.12]"
2010,4/20/2010,TX,Texas,0,0,0,0.0,0.0,0.9,50,34.98,-102.06,"[34.98, -102.06]"
2010,4/21/2010,CO,Colorado,0,0,0,0.0,0.0,2.7,50,37.42,-103.93,"[37.42, -103.93]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,4.69,100,37.99,-103.15,"[37.99, -103.15]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,2.45,50,38.01,-103.15,"[38.01, -103.15]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,0.59,50,38.17,-102.97,"[38.17, -102.97]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,1.92,150,38.2,-102.96,"[38.2, -102.96]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,0.58,50,38.25,-102.94,"[38.25, -102.94]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,3.35,50,38.29,-102.91,"[38.29, -102.91]"
2010,4/22/2010,CO,Colorado,1,0,0,0.0,0.0,7.22,200,38.36,-102.88,"[38.36, -102.88]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,0.36,50,38.37,-102.83,"[38.37, -102.83]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,2.56,50,38.42,-102.82,"[38.42, -102.82]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,0.73,25,38.46,-102.79,"[38.46, -102.79]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,1.36,50,38.44,-102.77,"[38.44, -102.77]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,1.18,75,38.49,-102.76,"[38.49, -102.76]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,1.2,50,38.58,-102.83,"[38.58, -102.83]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,0.1,50,39.52,-104.16,"[39.52, -104.16]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,0.1,50,39.9,-104.08,"[39.9, -104.08]"
2010,4/22/2010,KS,Kansas,1,0,0,0.18,0.0,9.4,1760,37.88,-101.43,"[37.88, -101.43]"
2010,4/22/2010,TX,Texas,0,0,0,0.0,0.0,1.83,50,35.08,-101.14,"[35.08, -101.14]"
2010,4/22/2010,KS,Kansas,0,0,0,0.0,0.0,4.9,440,37.96,-101.33,"[37.96, -101.33]"
2010,4/22/2010,TX,Texas,0,0,0,0.0,0.0,5.24,100,35.16,-100.98,"[35.16, -100.98]"
2010,4/22/2010,TX,Texas,1,0,0,0.0,0.0,10.34,100,34.99,-101.2,"[34.99, -101.2]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,2.33,75,38.89,-102.69,"[38.89, -102.69]"
2010,4/22/2010,KS,Kansas,0,0,0,0.0,0.0,2.61,150,38.04,-101.22,"[38.04, -101.22]"
2010,4/22/2010,TX,Texas,0,0,0,0.0,0.0,0.49,25,35.22,-100.85,"[35.22, -100.85]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,1.35,50,38.75,-102.83,"[38.75, -102.83]"
2010,4/22/2010,OK,Oklahoma,0,0,0,0.0,0.0,0.23,25,36.5,-100.82,"[36.5, -100.82]"
2010,4/22/2010,TX,Texas,0,0,0,0.0,0.0,0.59,25,35.16,-100.98,"[35.16, -100.98]"
2010,4/22/2010,KS,Kansas,1,0,0,0.0,0.0,2.69,880,38.21,-101.09,"[38.21, -101.09]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,2.59,75,38.87,-102.66,"[38.87, -102.66]"
2010,4/22/2010,KS,Kansas,0,0,0,0.0,0.0,0.93,75,38.23,-101.06,"[38.23, -101.06]"
2010,4/22/2010,KS,Kansas,0,0,0,0.0,0.0,3.32,440,38.27,-101.04,"[38.27, -101.04]"
2010,4/22/2010,TX,Texas,0,0,0,0.0,0.0,4.01,440,35.26,-100.8,"[35.26, -100.8]"
2010,4/22/2010,KS,Kansas,0,0,0,0.0,0.0,2.72,200,38.13,-101.3,"[38.13, -101.3]"
2010,4/22/2010,TX,Texas,0,0,0,0.0,0.0,4.47,100,35.49,-100.64,"[35.49, -100.64]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,1.07,25,39.01,-102.53,"[39.01, -102.53]"
2010,4/22/2010,CO,Colorado,0,0,0,0.0,0.0,1.42,25,39.02,-102.5,"[39.02, -102.5]"
2010,4/22/2010,KS,Kansas,1,0,0,0.21,0.0,7.2,440,38.39,-100.97,"[38.39, -100.97]"
2010,4/22/2010,TX,Texas,2,0,0,0.1,0.0,9.0,1300,34.15,-100.66,"[34.15, -100.66]"
2010,4/22/2010,KS,Kansas,0,0,0,0.0,0.0,1.4,150,38.52,-100.72,"[38.52, -100.72]"
2010,4/22/2010,TX,Texas,3,0,0,0.3,0.0,12.25,975,34.17,-100.51,"[34.17, -100.51]"
2010,4/22/2010,KS,Kansas,0,0,0,0.0,0.0,3.7,150,38.56,-100.6,"[38.56, -100.6]"
2010,4/22/2010,TX,Texas,0,0,0,0.0,0.0,5.0,150,34.15,-100.22,"[34.15, -100.22]"
2010,4/22/2010,KS,Kansas,0,0,0,0.0,0.0,0.52,10,38.84,-100.36,"[38.84, -100.36]"
2010,4/23/2010,CO,Colorado,0,0,0,0.0,0.0,0.1,50,39.34,-103.42,"[39.34, -103.42]"
2010,4/23/2010,MS,Mississippi,1,0,0,0.05,0.0,2.0,50,33.34,-90.42,"[33.34, -90.42]"
2010,4/23/2010,MO,Missouri,0,0,0,0.0,0.0,0.1,10,38.86,-91.21,"[38.86, -91.21]"
2010,4/23/2010,MO,Missouri,0,0,0,0.0,0.0,0.12,10,38.91,-91.18,"[38.91, -91.18]"
2010,4/23/2010,MO,Missouri,0,0,0,0.0,0.0,0.21,20,38.97,-91.15,"[38.97, -91.15]"
2010,4/23/2010,TX,Texas,0,0,0,0.0,0.0,4.8,50,33.08,-94.25,"[33.08, -94.25]"
2010,4/23/2010,TX,Texas,0,0,0,0.03,0.0,17.62,100,33.15,-94.16,"[33.15, -94.16]"
2010,4/23/2010,MO,Missouri,0,0,0,0.0,0.0,0.11,10,39.1,-91.11,"[39.1, -91.11]"
2010,4/23/2010,MO,Missouri,0,0,0,0.0,0.0,0.14,10,39.16,-91.06,"[39.16, -91.06]"
2010,4/24/2010,TX,Texas,1,0,0,0.05,0.0,0.16,30,32.37,-96.1,"[32.37, -96.1]"
2010,4/24/2010,TX,Texas,0,3,0,0.07,0.0,4.23,100,32.82,-95.45,"[32.82, -95.45]"
2010,4/24/2010,TX,Texas,0,0,0,0.01,0.0,1.62,70,32.94,-95.23,"[32.94, -95.23]"
2010,4/24/2010,LA,Louisiana,0,0,0,0.0,0.0,0.54,70,32.92,-92.36,"[32.92, -92.36]"
2010,4/24/2010,MS,Mississippi,1,0,0,0.04,0.0,10.69,50,31.94,-89.64,"[31.94, -89.64]"
2010,4/24/2010,MS,Mississippi,2,0,0,1.25,1.0,22.89,1056,32.16,-89.11,"[32.16, -89.11]"
2010,4/24/2010,AL,Alabama,0,0,0,0.0,0.0,0.08,30,32.36,-88.28,"[32.36, -88.28]"
2010,4/24/2010,LA,Louisiana,4,146,10,386.04,23.52,148.97,3080,32.4,-91.3,"[32.4, -91.3]"
2010,4/24/2010,AL,Alabama,1,2,0,0.17,0.0,8.15,200,32.52,-87.84,"[32.52, -87.84]"
2010,4/24/2010,MS,Mississippi,0,0,0,0.03,0.0,0.06,30,34.48,-88.96,"[34.48, -88.96]"
2010,4/24/2010,AL,Alabama,0,0,0,0.06,0.0,5.83,100,32.76,-87.55,"[32.76, -87.55]"
2010,4/24/2010,MO,Missouri,0,0,0,0.0,0.0,0.06,25,40.36,-94.9,"[40.36, -94.9]"
2010,4/24/2010,MO,Missouri,0,0,0,0.0,0.0,0.11,25,40.44,-94.84,"[40.44, -94.84]"
2010,4/24/2010,MO,Missouri,0,0,0,0.02,0.0,0.51,70,36.58,-93.32,"[36.58, -93.32]"
2010,4/24/2010,AR,Arkansas,0,0,0,0.0,0.0,2.13,50,35.86,-90.11,"[35.86, -90.11]"
2010,4/24/2010,MS,Mississippi,2,0,0,0.65,0.0,6.98,800,33.53,-88.85,"[33.53, -88.85]"
2010,4/24/2010,MS,Mississippi,2,0,0,0.08,0.0,1.87,300,33.63,-88.6,"[33.63, -88.6]"
2010,4/24/2010,MS,Mississippi,1,1,0,0.35,0.0,6.51,150,33.74,-88.43,"[33.74, -88.43]"
2010,4/24/2010,KY,Kentucky,0,0,0,0.0,0.0,2.0,40,36.76,-87.38,"[36.76, -87.38]"
2010,4/24/2010,MO,Missouri,0,0,0,0.0,0.0,0.61,300,38.59,-90.44,"[38.59, -90.44]"
2010,4/24/2010,TN,Tennessee,1,0,0,1.08,0.0,25.64,400,35.68,-88.14,"[35.68, -88.14]"
2010,4/24/2010,AL,Alabama,0,0,0,0.1,0.0,7.15,200,33.95,-87.86,"[33.95, -87.86]"
2010,4/24/2010,MO,Missouri,0,0,0,0.0,0.0,4.36,325,38.66,-90.34,"[38.66, -90.34]"
2010,4/24/2010,KY,Kentucky,1,0,0,0.03,0.0,1.1,50,37.3,-86.37,"[37.3, -86.37]"
2010,4/24/2010,TN,Tennessee,1,0,0,0.03,0.0,1.84,100,35.65,-87.52,"[35.65, -87.52]"
2010,4/24/2010,AL,Alabama,2,0,0,0.0,0.0,5.75,300,34.1,-86.81,"[34.1, -86.81]"
2010,4/24/2010,KY,Kentucky,1,0,0,0.0,0.0,1.75,50,37.86,-84.84,"[37.86, -84.84]"
2010,4/24/2010,MS,Mississippi,1,0,0,0.45,0.0,4.32,100,32.57,-88.83,"[32.57, -88.83]"
2010,4/24/2010,TN,Tennessee,0,0,0,0.02,0.0,1.51,50,36.53,-86.19,"[36.53, -86.19]"
2010,4/24/2010,AL,Alabama,1,0,0,0.08,0.0,6.56,200,33.6,-87.68,"[33.6, -87.68]"
2010,4/24/2010,AL,Alabama,1,0,0,0.07,0.0,4.59,400,33.68,-87.54,"[33.68, -87.54]"
2010,4/24/2010,AL,Alabama,3,35,0,14.05,0.0,18.61,1320,34.19,-86.41,"[34.19, -86.41]"
2010,4/24/2010,AL,Alabama,3,0,0,0.66,0.0,29.64,400,33.73,-87.29,"[33.73, -87.29]"
2010,4/24/2010,AL,Alabama,3,10,0,3.0,0.0,21.25,1320,34.32,-86.11,"[34.32, -86.11]"
2010,4/24/2010,AL,Alabama,3,0,0,2.7,0.0,14.35,440,34.53,-85.59,"[34.53, -85.59]"
2010,4/24/2010,AL,Alabama,4,5,0,3.0,0.0,16.62,880,34.34,-85.71,"[34.34, -85.71]"
2010,4/24/2010,TN,Tennessee,2,0,0,0.07,0.0,14.0,100,35.57,-84.28,"[35.57, -84.28]"
2010,4/25/2010,TN,Tennessee,0,0,0,0.02,0.0,1.24,30,35.06,-84.48,"[35.06, -84.48]"
2010,4/25/2010,NC,North Carolina,1,0,0,0.02,0.0,1.5,60,35.08,-83.82,"[35.08, -83.82]"
2010,4/25/2010,SC,South Carolina,2,3,0,0.75,0.0,0.63,50,34.27,-80.03,"[34.27, -80.03]"
2010,4/25/2010,SC,South Carolina,2,0,0,6.25,0.0,2.99,75,34.28,-79.91,"[34.28, -79.91]"
2010,4/25/2010,NC,North Carolina,0,0,0,0.25,0.03,3.87,75,35.83,-78.32,"[35.83, -78.32]"
2010,4/25/2010,SC,South Carolina,1,0,0,0.03,0.0,0.06,50,34.3,-79.77,"[34.3, -79.77]"
2010,4/26/2010,FL,Florida,0,0,0,0.01,0.0,0.1,50,25.14,-80.4,"[25.14, -80.4]"
2010,4/29/2010,KS,Kansas,0,0,0,0.0,0.0,0.96,25,39.88,-97.03,"[39.88, -97.03]"
2010,4/29/2010,NE,Nebraska,1,0,0,0.65,0.0,2.89,300,40.1,-97.0,"[40.1, -97.0]"
2010,4/30/2010,AR,Arkansas,1,0,0,0.04,0.01,16.0,440,36.49,-92.61,"[36.49, -92.61]"
2010,4/30/2010,MI,Michigan,0,0,0,0.01,0.0,0.4,100,46.11,-88.66,"[46.11, -88.66]"
2010,4/30/2010,MO,Missouri,1,0,0,0.08,0.0,3.72,440,36.58,-92.37,"[36.58, -92.37]"
2010,4/30/2010,MO,Missouri,0,0,0,0.0,0.0,0.82,100,36.59,-92.36,"[36.59, -92.36]"
2010,4/30/2010,MO,Missouri,1,0,0,0.88,0.03,11.05,1320,36.64,-92.29,"[36.64, -92.29]"
2010,4/30/2010,MO,Missouri,1,0,0,0.0,0.0,1.94,100,37.81,-91.51,"[37.81, -91.51]"
2010,4/30/2010,AR,Arkansas,3,15,1,4.1,0.0,20.28,700,35.42,-92.77,"[35.42, -92.77]"
2010,4/30/2010,WI,Wisconsin,1,0,0,0.13,0.0,2.0,100,43.92,-88.91,"[43.92, -88.91]"
2010,4/30/2010,MO,Missouri,1,0,0,0.75,0.03,2.74,1320,36.94,-91.97,"[36.94, -91.97]"
2010,4/30/2010,WI,Wisconsin,0,0,0,0.0,0.0,9.12,50,43.73,-89.3,"[43.73, -89.3]"
2010,4/30/2010,WI,Wisconsin,0,0,0,0.0,0.0,6.33,50,43.71,-89.28,"[43.71, -89.28]"
2010,4/30/2010,AR,Arkansas,1,0,0,0.04,0.0,2.78,75,34.39,-92.51,"[34.39, -92.51]"
2010,4/30/2010,AR,Arkansas,1,0,0,0.17,0.0,8.87,150,35.71,-92.4,"[35.71, -92.4]"
2010,4/30/2010,AR,Arkansas,2,0,0,1.91,0.0,11.77,200,35.35,-92.64,"[35.35, -92.64]"
2010,4/30/2010,AR,Arkansas,2,8,0,4.26,0.0,17.99,550,34.47,-92.42,"[34.47, -92.42]"
2010,4/30/2010,MO,Missouri,1,0,0,0.0,0.0,18.33,581,38.19,-90.78,"[38.19, -90.78]"
2010,4/30/2010,AR,Arkansas,2,0,0,5.22,0.0,34.68,1000,34.69,-92.19,"[34.69, -92.19]"
2010,4/30/2010,AR,Arkansas,2,0,0,0.2,0.0,1.85,150,34.11,-94.04,"[34.11, -94.04]"
2010,4/30/2010,IL,Illinois,2,0,0,0.0,0.0,7.24,350,38.35,-90.35,"[38.35, -90.35]"
2010,4/30/2010,IL,Illinois,0,0,0,0.0,0.0,0.11,50,38.34,-90.24,"[38.34, -90.24]"
2010,4/30/2010,MO,Missouri,0,0,0,0.0,0.0,0.32,50,37.32,-90.74,"[37.32, -90.74]"
2010,4/30/2010,AR,Arkansas,1,0,0,0.2,0.0,2.41,150,35.21,-91.67,"[35.21, -91.67]"
2010,4/30/2010,AR,Arkansas,0,0,0,0.01,0.0,0.81,75,34.07,-93.97,"[34.07, -93.97]"
2010,4/30/2010,AR,Arkansas,3,0,0,1.0,0.0,7.74,1000,35.45,-91.27,"[35.45, -91.27]"
2010,4/30/2010,AR,Arkansas,1,0,0,0.04,0.0,1.87,50,34.07,-92.57,"[34.07, -92.57]"
2010,5/1/2010,KY,Kentucky,0,0,0,0.02,0.0,6.04,75,36.63,-88.18,"[36.63, -88.18]"
2010,5/1/2010,MS,Mississippi,1,0,0,0.14,0.0,10.34,300,34.58,-89.0,"[34.58, -89.0]"
2010,5/1/2010,TN,Tennessee,0,0,0,0.01,0.0,3.11,100,35.1,-87.43,"[35.1, -87.43]"
2010,5/1/2010,AR,Arkansas,1,0,0,0.03,0.0,2.82,35,33.31,-92.39,"[33.31, -92.39]"
2010,5/1/2010,AR,Arkansas,1,0,0,0.03,0.0,0.46,50,33.77,-92.03,"[33.77, -92.03]"
2010,5/1/2010,TX,Texas,0,0,0,0.05,0.0,0.91,150,33.01,-94.2,"[33.01, -94.2]"
2010,5/1/2010,AR,Arkansas,1,0,0,0.4,0.0,8.66,200,35.19,-91.08,"[35.19, -91.08]"
2010,5/1/2010,AR,Arkansas,1,0,0,0.07,0.0,6.21,400,35.52,-90.62,"[35.52, -90.62]"
2010,5/1/2010,AR,Arkansas,0,0,0,0.0,0.0,1.68,75,33.86,-93.39,"[33.86, -93.39]"
2010,5/1/2010,AR,Arkansas,0,0,0,0.0,0.0,0.03,25,35.75,-90.43,"[35.75, -90.43]"
2010,5/1/2010,MO,Missouri,0,0,0,0.0,0.0,0.47,175,36.87,-90.58,"[36.87, -90.58]"
2010,5/1/2010,TN,Tennessee,1,0,0,0.01,0.0,0.61,100,35.32,-89.94,"[35.32, -89.94]"
2010,5/2/2010,KY,Kentucky,2,0,0,0.34,0.0,12.46,600,36.52,-89.06,"[36.52, -89.06]"
2010,5/2/2010,MS,Mississippi,0,0,0,0.01,0.0,1.08,100,34.88,-90.04,"[34.88, -90.04]"
2010,5/2/2010,MS,Mississippi,1,0,0,0.05,0.0,0.11,30,34.24,-89.89,"[34.24, -89.89]"
2010,5/2/2010,KY,Kentucky,0,0,0,0.01,0.0,2.35,40,36.76,-88.53,"[36.76, -88.53]"
2010,5/2/2010,TN,Tennessee,0,0,0,0.01,0.0,0.02,25,35.77,-88.99,"[35.77, -88.99]"
2010,5/2/2010,TN,Tennessee,2,0,0,0.5,0.0,3.04,200,35.81,-88.91,"[35.81, -88.91]"
2010,5/2/2010,MS,Mississippi,3,9,3,1.76,0.0,29.58,880,34.8,-89.19,"[34.8, -89.19]"
2010,5/2/2010,KY,Kentucky,2,0,0,0.3,0.0,9.54,300,37.06,-87.6,"[37.06, -87.6]"
2010,5/2/2010,KY,Kentucky,0,0,0,0.07,0.0,0.53,75,37.14,-87.4,"[37.14, -87.4]"
2010,5/2/2010,TN,Tennessee,0,0,0,0.01,0.0,0.16,50,35.08,-88.74,"[35.08, -88.74]"
2010,5/2/2010,TN,Tennessee,2,12,0,7.4,0.0,25.74,880,35.12,-88.69,"[35.12, -88.69]"
2010,5/2/2010,MS,Mississippi,2,0,1,0.25,0.0,1.43,75,34.49,-89.51,"[34.49, -89.51]"
2010,5/2/2010,TN,Tennessee,0,0,0,0.11,0.0,5.7,100,35.5,-88.28,"[35.5, -88.28]"
2010,5/2/2010,TN,Tennessee,1,0,0,0.15,0.01,6.93,250,35.7,-87.85,"[35.7, -87.85]"
2010,5/2/2010,TN,Tennessee,2,1,0,0.6,0.01,9.15,600,35.79,-87.7,"[35.79, -87.7]"
2010,5/2/2010,TN,Tennessee,2,0,0,0.2,0.01,3.89,250,35.89,-87.51,"[35.89, -87.51]"
