fat,len,wid,slat,slon
0,1.54,75,42.01,-92.04
0,1.5,300,30.5,-88.23
0,1.5,50,38.8,-100.28
0,1.96,100,31.9852,-83.7954
0,0.0,20,41.85,-97.3
0,0.5,50,37.8,-85.1
0,15.56,1087,32.4869,-94.1689
0,0.01,400,39.9,-101.45
0,3.5,40,35.2,-91.72
0,0.5,150,31.6,-89.33
0,0.1,23,27.52,-97.4
0,0.1,30,41.28,-99.97
0,16.0,1000,35.9727,-95.7615
0,0.6,50,38.88,-95.08
0,0.3,25,35.23,-94.67
0,0.1,10,29.68,-89.98
0,6.0,200,35.7,-98.8
0,1.3,73,42.67,-73.05
0,0.5,100,31.9,-100.18
0,0.2,20,38.78,-89.95
0,11.64,600,47.38,-96.98
0,1.5,100,35.72,-78.62
0,0.5,23,25.97,-80.35
0,9.75,150,38.1477,-98.7337
0,2.0,30,35.42,-91.85
0,0.5,50,33.45,-102.33
0,3.84,50,34.8454,-87.038
0,0.5,55,37.07,-96.98
0,0.3,40,38.62,-82.02
0,3.5,30,40.1,-88.55
0,4.79,660,46.08,-90.22
0,1.5,50,32.85,-90.42
0,0.1,30,45.07,-85.37
0,5.0,100,35.52,-100.52
0,5.0,25,19.18,-155.47
0,3.86,400,32.3175,-91.7176
0,0.01,350,42.25,-90.4
0,2.71,150,41.4523,-90.7217
0,2.0,100,48.37,-97.24
7,4.0,400,28.64,-100.41
0,0.47,75,38.14,-97.55
0,2.7,400,37.0257,-94.427
0,0.0,20,41.03,-82.02
0,31.99,1232,42.6,-92.02
0,0.2,20,35.604,-97.54299999999999
0,4.0,300,38.5,-89.03
0,0.1,50,31.3264,-97.4693
0,0.1,20,30.43,-90.43
0,4.0,110,37.65,-98.17
0,0.6,300,28.67,-97.38
0,0.1,40,39.63,-98.83
0,0.5,0,48.2,-97.18
0,0.5,10,47.23,-122.45
0,5.95,40,41.3838,-91.6021
0,11.1,300,33.32,-87.33
0,0.1,23,33.18,-96.18
0,1.0,50,30.48,-89.87
0,0.5,40,32.3,-97.13
0,2.0,30,35.88,-96.87
0,3.0,100,28.02,-82.57
0,0.2,20,26.13,-97.83
0,2.3,30,35.463,-96.856
0,1.0,110,37.27,-98.13
0,4.69,400,44.06,-104.06
0,6.32,200,34.52,-88.15
0,0.1,20,39.85,-85.03
0,0.01,25,31.87,-82.6
0,13.1,400,35.37,-92.47
0,1.03,80,41.73,-75.51
0,0.5,30,36.784,-97.897
0,0.8,75,38.77,-77.93
0,4.0,50,31.43,-100.3
0,0.04,25,35.17,-77.35
0,1.0,110,37.17,-95.17
0,0.1,0,45.47,-89.75
0,1.0,50,37.4,-96.72
0,0.1,20,36.041,-97.885
0,3.0,400,34.4419,-95.7417
0,0.5,50,41.42,-94.13
0,1.0,25,27.75,-98.02
0,12.99,900,32.4,-90.2
0,0.1,23,34.72,-97.4
0,14.7,75,35.12,-93.35
0,0.17,150,38.856,-98.854
0,0.49,200,40.43,-79.99
0,4.0,150,36.2,-100.31
0,3.2,50,33.95,-86.25
0,1.0,75,35.15,-95.23
0,12.0,300,31.57,-101.58
0,13.0,220,45.5,-93.15
0,0.5,40,33.85,-109.38
0,2.5,40,39.67,-89.88
0,13.46,100,35.4,-81.618
0,4.0,100,38.28,-89.2
0,1.96,50,35.9859,-90.3062
0,0.1,30,38.75,-102.62
0,12.09,300,37.5,-89.73
0,0.3,20,40.25,-89.43
0,2.6,400,44.97,-101.01
0,1.18,50,32.6586,-90.8576
0,0.83,10,38.5647,-102.03200000000001
0,0.26,200,33.6978,-80.9298
0,0.69,50,42.5657,-101.32
0,0.55,25,36.3235,-101.427
0,0.1,20,26.06,-97.59
1,8.0,100,37.0,-85.7
0,0.05,10,34.65,-118.12
0,0.4,15,41.08,-112.07
0,1.65,440,36.7759,-92.6369
1,2.5,200,27.73,-97.62
0,0.1,30,28.6179,-96.6423
0,0.2,23,36.17,-101.18
0,4.69,250,30.0732,-90.5067
1,15.0,200,35.98,-90.83
0,29.42,500,35.2078,-86.2074
0,0.5,350,35.459,-98.01100000000001
0,5.94,550,36.6394,-85.5153
2,35.0,1760,35.88,-97.68
0,6.0,440,36.1,-89.83
0,1.0,75,39.0,-91.7
0,0.1,10,28.72,-96.18
0,16.4,80,33.67,-80.3
0,5.25,440,37.3491,-90.3785
0,0.34,50,39.811,-97.056
0,0.5,50,47.62,-95.87
0,0.1,50,40.85,-104.27
0,0.95,35,42.7036,-94.3504
0,0.1,10,48.87,-104.27
0,0.24,50,30.8872,-90.5192
1,18.6,600,42.92,-89.43
0,0.2,30,30.2,-97.67
0,0.5,50,38.67,-87.0
0,1.0,200,30.05,-98.1
0,1.17,100,42.2206,-96.2633
0,0.1,0,40.7,-104.82
0,0.48,200,37.9375,-93.63600000000001
0,1.5,50,35.78,-84.02
0,0.1,30,42.33,-89.77
0,5.2,800,35.44,-94.4595
0,0.1,20,34.75,-103.32
0,27.92,200,34.3348,-90.8408
0,0.07,25,35.5464,-89.29700000000001
0,0.01,15,40.855,-97.75
0,34.68,200,41.599,-90.7988
0,0.22,50,32.936,-95.9823
0,0.1,10,32.77,-97.8
0,1.5,100,38.23,-82.22
0,0.1,40,42.35,-103.15
0,12.52,500,41.2525,-75.7638
0,6.0,200,38.1,-87.63
0,17.0,700,39.62,-86.1
0,0.2,20,43.52,-92.58
0,0.44,50,39.3218,-84.0703
0,1.3,50,41.0485,-89.68700000000001
0,0.2,20,34.23,-91.75
0,12.09,80,39.518,-90.84100000000001
0,3.06,200,48.55,-98.94
0,0.1,75,35.1061,-77.038
0,0.09,10,38.756,-88.0792
0,7.0,100,36.45,-77.1
0,14.93,100,41.3985,-94.519
0,2.0,100,34.133,-98.894
0,1.66,25,43.1,-95.12
0,0.25,50,37.09,-92.14
0,0.2,10,42.15,-99.28
0,0.1,50,43.18,-95.9
0,0.34,100,32.2571,-93.8893
0,0.11,10,44.35,-98.99
0,0.48,40,37.5803,-89.6602
0,1.0,300,35.95,-86.98
0,1.75,50,40.1273,-90.4811
0,10.36,1140,31.7595,-85.1753
0,0.5,50,38.53,-98.4
0,0.53,30,43.7339,-93.9292
0,7.79,100,41.91,-94.96
0,0.1,20,39.53,-100.55
0,0.2,30,29.62,-81.82
0,2.79,75,42.2741,-89.7316
0,0.3,0,37.25,-107.03
1,20.46,440,35.35,-93.01
0,0.3,150,30.5,-84.45
0,0.6,50,36.1,-95.75
0,0.49,25,30.95,-89.18
0,8.33,440,33.8,-81.39
0,0.1,20,30.23,-88.1
0,18.11,700,32.5202,-86.237
0,0.26,50,44.411,-90.21799999999999
0,0.2,20,41.38,-102.22
0,0.2,25,45.266,-91.6674
0,0.19,125,27.4608,-82.2276
0,0.1,50,39.73,-103.4
0,4.0,100,46.98,-97.67
0,6.0,100,35.8,-100.75
0,0.79,50,33.42,-101.62
0,0.68,50,42.3941,-96.7337
0,3.2,60,33.4826,-81.0645
0,1.45,50,37.9079,-94.1027
0,0.1,0,27.53,-82.58
0,0.0,20,41.92,-97.27
0,0.46,40,34.1096,-104.734
0,0.1,25,39.91,-94.26
0,0.5,30,24.92,-80.63
0,0.33,100,30.638,-97.73100000000001
0,1.0,60,38.75,-95.03
0,1.1,150,30.83,-85.7
0,0.9,75,38.4837,-99.15
0,1.42,40,38.303000000000004,-89.331
0,8.0,75,32.01,-98.2
0,8.0,75,31.75,-90.97
0,0.68,10,39.7459,-90.0
0,6.9,550,36.1097,-95.9367
0,0.2,30,48.13,-96.32
0,0.75,50,38.57,-98.35
0,5.8,150,36.18,-91.75
0,0.1,30,43.43,-103.52
0,2.6,100,32.8775,-91.4978
0,0.5,50,47.77,-95.63
0,12.84,500,40.1,-93.66
0,0.3,40,35.84,-99.79
0,0.1,80,39.22,-95.45
0,1.9,20,36.05,-92.07
0,0.1,0,35.42,-93.17
0,0.1,50,39.95,-97.77
0,8.1,880,35.7,-96.77
0,0.01,25,43.76,-93.17
0,3.55,50,31.599,-91.3965
0,0.1,50,37.32,-90.98
0,0.75,50,34.03,-102.8
0,11.65,200,44.3206,-104.287
0,0.1,30,37.65,-87.03
0,0.17,220,37.2499,-86.35
0,0.2,25,29.6,-90.72
0,2.0,50,37.7,-97.33
0,2.17,150,40.65,-75.76
0,0.58,25,44.2,-94.87
0,0.58,50,32.4,-100.66
0,2.0,30,40.5,-101.05
0,0.1,30,29.03,-98.72
0,5.5,400,35.83,-94.5
0,9.13,50,40.07,-91.48
0,4.0,75,30.73,-99.1
0,2.3,75,37.6711,-98.4953
0,2.65,100,31.683000000000003,-88.9929
0,0.5,40,35.55,-91.5
0,3.82,50,38.34,-75.09
0,0.12,20,29.3104,-94.7699
0,0.1,0,34.6,-82.98
0,0.1,30,26.13,-81.8
0,0.2,10,26.18,-80.15
0,5.01,600,43.7567,-93.2367
2,23.25,750,35.7579,-86.848
0,0.5,40,27.95,-81.97
0,1.5,50,39.52,-82.9
0,0.14,10,29.7292,-94.9432
0,2.08,150,36.904,-88.074
0,1.0,800,34.42,-117.57
0,3.2,650,35.506,-81.07600000000001
0,9.8,50,32.48,-86.58
0,3.0,200,30.68,-82.7
0,0.47,100,32.0315,-84.8078
0,20.0,200,33.02,-91.63
0,2.5,440,33.83,-80.75
0,10.6,150,32.47,-94.5
0,4.59,400,43.1261,-83.4336
0,0.74,30,37.9307,-103.5487
0,1.56,250,40.143,-79.399
0,3.29,75,35.582,-77.5974
0,8.11,250,36.8564,-79.8906
0,0.1,50,43.43,-95.18
2,15.0,500,39.07,-94.83
0,1.67,25,40.1203,-90.3157
0,0.68,40,33.69,-97.21
0,0.2,20,42.12,-101.15
0,9.0,100,35.96,-85.639
0,1.02,30,29.9243,-95.1516
0,12.0,50,44.47,-93.17
0,12.0,100,27.87,-98.08
0,0.1,50,33.27,-97.37
0,10.87,100,34.5415,-87.9038
0,2.17,100,34.5929,-87.5486
0,0.8,150,34.47,-82.7
0,1.5,100,39.92,-77.22
0,4.9,100,37.25,-100.93
0,3.76,100,41.1363,-73.5031
0,14.0,880,40.73,-90.38
0,3.0,100,38.17,-77.93
0,5.0,20,30.78,-93.35
0,0.7,25,32.48,-90.87
0,0.1,50,30.28,-94.17
0,4.5,60,40.37,-99.85
0,0.1,25,37.4,-99.37
0,2.81,75,31.311999999999998,-95.6555
0,2.0,50,35.27,-113.97
0,0.5,100,30.5921,-89.9525
10,14.0,1407,34.52,-92.52
0,2.0,50,35.65,-96.43
0,2.17,50,38.1489,-85.2886
7,64.04,1050,32.0296,-89.5042
0,26.0,440,33.97,-93.35
0,0.2,50,38.53,-100.9
0,5.0,100,30.45,-84.67
0,0.05,20,29.0094,-81.0045
0,0.1,30,46.58,-91.72
0,1.9,150,37.8614,-100.0489
0,3.5,100,34.1209,-99.4194
0,1.96,50,38.5631,-90.9232
22,71.3,1760,33.6792,-86.5699
0,0.04,25,36.2349,-89.8029
0,0.5,40,42.43,-97.48
0,0.67,50,35.2816,-89.0302
0,4.22,40,38.7817,-90.4592
0,0.1,10,41.37,-103.5
0,0.14,100,36.3434,-89.3302
0,3.67,100,36.7364,-86.6439
0,3.72,440,36.5821,-92.3718
0,2.3,75,37.32,-99.6
0,3.39,100,40.2191,-83.4243
3,69.4,1760,35.22,-88.02
0,1.79,20,31.14,-92.73
0,0.2,50,36.58,-94.75
0,0.1,10,27.1,-81.95
0,0.5,50,38.65,-98.4
0,0.3,30,30.58,-89.2
0,1.38,20,26.71,-80.25
0,0.4,40,28.48,-80.55
0,1.0,50,29.8,-95.75
0,7.0,80,41.28,-77.22
0,2.0,125,43.92,-89.07
0,3.48,25,31.31,-92.54
0,0.88,100,38.03,-78.19
0,0.5,50,31.75,-89.67
0,0.1,80,43.78,-95.95
0,0.5,50,44.4,-93.72
0,0.7,75,38.32,-87.12
0,0.5,25,48.93,-97.25
0,1.79,150,41.0854,-95.8628
0,0.35,50,37.5904,-99.8839
0,6.0,100,38.28,-92.85
0,0.21,50,29.8468,-94.9556
0,1.78,25,46.75,-95.3
0,23.0,220,40.85,-99.85
0,4.8,440,38.47,-85.55
0,12.95,300,31.7079,-89.2473
0,0.2,100,30.35,-96.85
0,0.4,10,26.57,-81.93
0,27.51,1320,34.23,-81.76
0,1.0,30,40.73,-90.52
0,13.0,100,32.38,-88.93
0,1.0,220,38.98,-97.97
0,0.1,50,34.35,-98.3
0,2.0,60,41.75,-84.55
0,1.0,25,44.65,-92.52
0,4.18,50,40.7708,-98.9236
0,0.3,25,48.02,-99.57
0,0.0,0,47.32,-106.72
0,0.48,30,41.0091,-103.1043
0,3.0,75,48.5,-97.57
0,0.1,50,34.53,-80.22
0,20.9,3170,37.34,-99.73
0,5.04,125,38.2756,-100.324
0,0.1,50,44.12,-94.22
0,4.0,20,36.45,-86.18
0,0.2,20,30.72,-89.6
0,1.5,150,40.4,-76.53
1,50.46,880,43.15,-71.31
0,0.3,10,26.73,-82.27
0,5.13,200,34.3475,-90.76700000000001
0,4.72,200,41.4787,-86.6837
0,0.1,25,35.18,-102.12
0,9.0,150,38.43,-99.45
0,0.5,40,37.98,-87.65
0,0.05,20,28.49,-80.865
0,4.5,150,35.207,-99.77
0,0.5,20,32.07,-100.32
0,2.37,25,33.05,-90.23
0,2.2,100,37.63,-98.68
0,0.6,20,45.72,-92.3
0,0.5,100,35.62,-87.17
1,1.8,170,30.75,-86.6
0,0.1,10,35.9,-90.7
0,4.47,90,43.6579,-88.3394
0,3.8,125,35.0129,-85.2144
0,1.5,100,39.83,-89.5
0,0.2,50,37.1,-87.87
0,2.0,25,34.55,-90.97
0,1.2,75,37.25,-97.95
0,0.8,75,35.4935,-96.3606
0,0.1,10,42.13,-99.98
0,0.7,40,36.75,-90.44
0,0.94,20,41.5155,-94.2749
0,0.14,200,35.4203,-93.3852
0,13.18,100,41.0765,-86.8936
0,4.45,50,34.1161,-77.9231
0,0.2,50,38.92,-101.57
0,1.24,20,26.5491,-82.0206
0,2.02,200,32.2335,-97.507
0,0.2,50,35.42,-80.0
0,0.1,10,44.36,-99.44
0,3.0,73,34.33,-87.28
0,11.0,200,35.44,-84.41
0,10.4,50,35.414,-98.962
0,0.5,40,27.95,-81.77
0,0.1,23,30.98,-86.88
0,0.24,50,30.2745,-83.0506
0,5.1,80,43.8712,-113.491
0,13.2,800,37.4104,-100.459
0,0.91,100,42.667,-96.088
0,8.38,200,43.7086,-84.11
0,10.34,300,34.5775,-88.9967
0,4.82,300,38.02,-89.1749
0,6.79,440,42.82,-74.19
0,12.0,200,38.35,-92.4
0,0.2,30,42.68,-93.5
0,0.1,0,39.77,-94.85
0,8.0,220,37.68,-89.83
0,0.72,33,42.7277,-102.189
0,0.3,150,32.17,-82.32
0,1.04,25,41.04,-100.69
0,12.92,25,38.0,-94.45
0,1.25,75,38.2951,-97.789
0,13.72,800,40.981,-86.1276
0,0.2,50,34.68,-77.05
0,0.1,25,35.73,-77.0
0,14.0,300,34.1301,-96.7901
0,2.0,40,39.77,-90.78
0,1.2,15,47.83,-98.88
0,0.1,50,39.73,-104.47
0,3.6,10,41.53,-92.42
0,0.5,30,40.87,-99.87
0,4.0,0,48.52,-116.83
0,3.52,50,41.5295,-92.4557
0,0.3,10,39.58,-90.27
0,1.77,400,37.9,-92.06
0,0.01,25,38.6602,-96.2631
0,0.1,10,42.75,-105.07
0,0.1,20,40.72,-102.62
0,4.0,500,33.88,-80.38
0,0.2,50,38.73,-104.05
0,1.0,25,46.73,-96.78
0,12.0,300,39.75,-79.65
0,2.0,40,32.72,-90.27
0,0.54,10,44.7,-97.64
0,1.0,40,33.65,-90.35
0,1.0,0,31.83,-95.85
0,0.13,30,28.1654,-97.20299999999999
0,0.1,20,40.87,-100.78
0,0.41,150,37.4463,-78.0012
0,30.69,900,31.6723,-93.8901
0,0.15,15,33.3708,-104.571
0,9.02,200,34.9406,-88.0564
0,1.61,40,45.7202,-118.516
0,0.5,75,39.74,-99.34
0,2.34,50,35.926,-78.4534
0,1.72,100,38.373,-85.144
0,0.85,50,35.8744,-90.3514
0,0.02,20,42.2845,-98.35
0,4.0,50,37.15,-92.85
0,4.73,150,37.34,-92.86
0,1.0,50,37.08,-88.63
0,0.32,120,32.2245,-83.2403
0,0.1,30,40.02,-86.52
0,1.0,100,32.48,-90.82
0,8.8,100,38.8,-93.63
0,4.72,25,38.874,-94.6922
0,0.5,50,40.5392,-104.1044
0,2.76,50,31.89,-96.81
0,39.67,2640,37.9451,-98.8958
0,0.1,20,40.3,-83.9
0,1.86,300,36.6938,-77.3024
0,7.16,300,34.4672,-93.3209
0,6.0,70,30.95,-90.72
0,0.24,30,34.3341,-79.3216
0,2.0,30,28.08,-80.57
0,2.0,20,41.93,-88.93
0,0.3,30,42.43,-90.77
0,1.95,25,29.6835,-90.5645
0,0.1,100,39.4621,-101.581
0,0.39,50,37.6987,-89.3713
0,0.1,50,38.73,-104.08
0,4.93,75,42.5881,-88.4311
0,0.87,10,45.3015,-95.7448
0,2.0,110,38.12,-97.67
0,33.7,200,37.8394,-99.9691
0,0.1,50,43.37,-96.02
0,1.5,50,47.5,-98.44
0,2.9,50,38.804,-77.376
0,0.9,50,35.481,-97.599
0,0.4,75,44.12,-88.1
0,1.0,20,20.78,-157.0
0,1.4,50,42.92,-88.87
0,0.2,50,34.7,-76.77
0,4.0,250,36.35,-88.85
0,4.5,200,36.36,-84.42
0,0.1,10,26.6475,-80.1788
0,0.1,50,32.24,-100.52
0,0.2,50,43.15,-99.1
0,2.0,0,35.42,-95.53
0,0.07,10,44.85,-98.5395
0,13.88,150,39.2005,-100.64399999999999
0,0.3,10,36.93,-119.58
0,6.21,200,36.2,-76.28
0,0.01,25,40.1589,-102.883
0,0.5,110,37.27,-95.73
0,0.46,300,30.6747,-94.359
0,0.01,40,45.503,-102.3
0,1.0,50,29.32,-98.8
0,4.7,300,35.57,-76.66
0,0.2,20,38.18,-92.78
0,0.1,10,48.82,-95.32
0,0.5,30,41.32,-75.4
0,12.0,100,35.38,-79.12
0,1.5,100,39.5,-75.92
0,0.16,20,35.11,-101.36
0,0.8,75,32.5886,-90.0994
0,1.0,1,29.47,-81.13
0,5.0,300,44.52,-99.07
0,3.0,600,46.95,-97.14
0,1.7,50,40.9737,-95.048
0,2.5,50,46.25,-97.8
0,7.5,200,40.35,-91.45
0,12.0,440,32.75,-82.52
0,0.01,25,39.53,-104.88
0,0.86,20,40.1647,-103.0467
0,3.77,400,37.1577,-92.928
0,10.0,1300,34.79,-95.6489
0,5.0,50,39.0559,-76.0045
0,0.1,20,38.7,-100.92
0,4.91,50,38.85,-77.07
0,0.6,50,36.68,-89.98
0,2.0,30,33.82,-79.68
0,0.05,30,28.83,-81.78
0,2.1,100,37.7099,-77.8192
0,0.2,25,44.62,-93.73
0,2.6,200,35.9011,-96.4495
0,0.47,250,39.915,-75.5202
0,0.27,50,37.161,-103.355
0,0.97,50,37.5245,-99.4956
0,0.2,25,41.25,-103.12
0,26.0,250,33.02,-92.73
1,9.0,160,44.9,-95.67
0,0.5,50,43.31,-95.79
0,0.1,10,41.6,-92.2
0,1.5,220,44.12,-93.8
0,1.5,100,33.59,-101.66
0,1.34,80,34.716,-82.42299999999999
0,0.96,50,41.191,-81.377
0,0.1,10,41.32,-90.55
0,0.2,10,30.08,-94.1
0,2.7,30,43.07,-90.03
0,15.0,100,30.85,-84.28
0,3.2,100,33.58,-86.67
0,4.48,100,32.2,-83.2
0,8.96,300,33.5082,-91.4509
0,8.0,660,34.32,-99.68
0,0.1,23,32.12,-99.08
0,0.09,30,46.8736,-103.205
0,0.2,50,32.7,-88.73
0,0.1,10,40.9,-101.79
0,1.0,25,34.2,-88.93
0,0.02,25,43.4085,-92.237
0,0.1,10,44.95,-95.62
0,8.0,0,34.33,-90.15
0,10.0,100,36.6,-90.87
0,9.52,300,32.8097,-84.5331
0,3.69,100,32.323,-84.70299999999999
0,0.1,10,34.6191,-98.9998
0,1.31,30,41.5,-103.27
0,0.01,10,30.1158,-83.5814
0,3.46,125,30.14,-85.74
0,2.8,400,41.44,-80.06
0,0.5,55,38.5,-98.4
0,6.0,75,38.82,-98.93
1,0.64,50,41.5359,-74.0123
0,1.06,40,38.939,-91.46
0,1.0,20,41.73,-80.15
0,0.79,200,33.45,-87.67
0,6.39,50,31.68,-100.37
0,10.14,250,32.6648,-85.8538
0,1.19,25,31.3142,-84.3536
0,5.0,20,40.87,-88.12
0,7.59,175,36.7706,-87.6551
0,0.23,15,27.523000000000003,-82.595
0,0.6,50,31.9874,-97.2682
0,0.75,40,32.41,-92.61
0,1.0,50,36.5,-102.07
0,8.22,150,36.7019,-86.4652
0,0.56,50,34.3759,-100.90899999999999
0,2.32,100,34.7304,-92.0772
0,0.1,10,44.23,-93.33
0,0.1,20,34.6,-98.02
0,0.3,30,28.8,-81.72
0,1.2,300,29.72,-81.23
0,1.0,50,39.28,-78.07
0,30.78,200,34.137,-90.9843
0,0.7,20,30.5615,-97.5903
0,2.19,150,41.1083,-85.4717
0,0.3,23,35.23,-100.32
0,0.49,70,40.0232,-87.5961
0,0.01,25,32.44,-99.94
0,0.21,100,39.8673,-82.8762
0,0.7,50,38.0232,-102.098
0,0.2,30,26.27,-80.22
0,2.32,200,41.309,-87.7393
0,47.41,1200,36.8147,-90.8492
0,3.85,300,41.1918,-87.4071
0,0.8,100,39.628,-76.182
0,0.5,20,34.77,-89.45
0,0.56,100,37.8782,-87.2759
0,1.0,30,41.47,-88.85
0,0.03,75,31.3112,-88.6494
0,0.36,75,32.1676,-82.7411
0,0.1,25,47.73,-97.47
0,0.5,110,38.75,-98.42
0,2.7,50,38.23,-87.72
0,14.36,880,32.4374,-89.4521
0,0.4,50,36.69,-92.51
0,10.45,30,32.2264,-83.7964
0,3.82,75,43.1833,-99.2911
0,1.55,125,28.6864,-80.8366
0,1.28,125,33.9653,-93.7848
0,0.1,35,39.27,-89.12
0,1.5,200,36.3141,-96.0409
0,0.09,80,35.0921,-92.034
0,1.58,40,34.6928,-85.8212
0,7.0,40,38.77,-88.97
0,0.1,20,28.08,-82.78
0,7.0,400,35.65,-91.52
0,12.35,150,31.836,-94.7696
0,0.5,30,37.43,-107.63
0,0.16,50,36.2993,-89.7007
0,1.87,50,34.3963,-81.2015
0,0.1,10,26.52,-80.03
0,2.32,200,40.9729,-97.8778
0,2.0,75,32.78,-89.13
0,0.1,25,31.38,-97.82
0,6.99,75,39.486,-97.27799999999999
0,2.67,250,32.29,-89.88
0,0.1,20,35.0,-101.07
0,7.0,100,30.45,-91.15
0,15.0,250,32.73,-93.13
0,1.03,50,32.59,-102.12
0,0.4,50,38.42,-99.3
0,0.3,30,41.95,-124.17
0,0.1,20,31.15,-93.27
0,0.5,50,39.32,-95.77
0,0.1,30,42.52,-84.63
0,0.1,10,34.22,-100.97
0,1.67,50,35.5267,-85.9974
0,0.3,50,36.07,-76.62
0,12.0,200,31.43,-88.63
0,11.02,300,38.237,-100.1663
0,0.1,20,35.32,-77.73
0,2.0,20,38.62,-94.0
0,1.08,100,34.35,-116.59
0,5.5,20,35.93,-90.5
0,2.33,75,38.8904,-102.695
0,0.1,20,42.28,-94.88
0,1.79,75,35.556,-80.962
0,1.22,60,40.0019,-94.9178
0,0.1,10,42.32,-98.97
0,3.5,850,35.9597,-95.4247
0,1.5,60,42.0,-104.18
0,0.3,30,37.2626,-87.5092
0,7.7,300,43.22,-96.9
0,0.97,125,39.3362,-98.5238
0,1.05,250,41.1731,-85.9864
0,0.81,40,38.3958,-75.0761
0,3.5,350,39.53,-91.63
0,1.0,150,33.23,-104.68
0,2.0,440,35.55,-81.42
0,2.56,25,31.2439,-92.7743
0,2.39,440,33.629,-82.042
0,1.5,40,33.78,-89.82
0,0.5,10,38.74,-100.76
0,4.0,73,35.72,-95.92
0,7.0,500,45.38,-95.08
0,0.2,10,41.5,-99.05
0,3.0,100,34.93,-95.77
0,1.0,75,39.97,-96.38
1,22.25,880,35.1808,-97.4273
0,4.0,80,33.92,-87.03
0,0.72,75,34.5949,-86.9789
0,5.86,100,35.1512,-91.702
0,12.71,400,40.0022,-99.7254
0,2.8,200,40.392,-89.5381
0,0.2,20,34.65,-88.55
0,4.67,200,38.145,-99.387
0,0.5,20,46.97,-109.88
0,17.13,75,39.3281,-95.7311
0,1.5,150,39.73,-88.65
0,0.5,40,31.1,-95.97
0,0.5,50,33.22,-98.52
0,0.3,10,45.03,-96.97
0,9.97,100,33.62,-84.16
0,0.5,50,36.18,-82.63
0,6.97,100,33.69,-84.73
0,6.93,230,32.5199,-94.2529
0,3.0,200,37.3,-103.52
0,9.0,100,35.8,-88.4
0,5.21,100,45.19,-104.37
0,2.01,100,35.9651,-88.1419
0,1.48,25,30.7867,-94.2042
0,0.1,25,48.37,-99.23
0,2.99,50,39.7388,-103.196
0,0.1,10,46.82,-106.17
0,0.2,30,33.83,-87.67
0,2.52,75,30.4122,-86.592
0,4.16,45,33.09,-99.71
0,2.23,215,38.1247,-85.9052
0,3.57,25,32.6261,-87.5949
0,0.1,50,32.82,-97.23
0,8.4,75,39.22,-86.9
0,0.1,50,39.02,-103.9
0,11.47,100,42.0467,-83.6751
0,0.25,35,33.31,-99.34
0,0.4,30,34.43,-98.53
0,0.46,75,34.1356,-80.1172
0,0.42,30,42.202,-88.8465
0,1.12,100,30.4023,-90.9214
0,0.5,10,45.05,-100.38
0,0.05,50,42.0241,-91.3585
0,0.58,50,37.6482,-99.4191
0,2.0,75,34.77,-86.88
0,0.5,20,38.23,-100.87
0,0.2,30,36.95,-96.82
0,1.2,20,35.62,-97.2
0,1.0,30,30.05,-95.58
0,0.44,215,38.1286,-85.9146
0,0.2,20,30.2958,-89.3436
0,0.44,100,32.1756,-96.4225
0,0.1,50,34.05,-95.23
0,2.0,75,32.94,-91.95
0,5.4,200,32.2363,-88.7065
0,1.47,50,38.21,-89.7
0,0.1,10,40.83,-89.88
0,1.3,500,36.07,-86.77
0,5.5,440,31.22,-90.05
0,4.29,200,38.25,-89.59700000000001
0,0.5,50,43.15,-96.87
0,0.1,20,30.7,-85.53
0,7.6,125,43.48,-87.95
0,0.1,15,43.98,-88.63
0,7.58,100,33.6304,-93.7993
0,6.1,400,42.9,-95.03
0,0.8,50,43.43,-96.82
0,1.0,100,33.65,-90.73
0,7.0,50,32.82,-81.7
0,7.0,50,31.82,-89.9
0,0.92,250,32.42,-100.7714
0,0.88,15,30.5642,-96.3827
0,0.1,30,39.88,-101.97
0,0.2,0,35.07,-80.47
0,10.3,900,32.5708,-89.7491
0,0.75,176,40.6809,-80.5909
0,7.32,600,34.0074,-95.1384
0,1.66,75,32.6094,-89.9543
0,0.1,10,46.03,-110.71
0,0.5,70,36.2255,-83.057
0,0.1,60,38.77,-95.5
0,2.0,50,48.02,-101.02
0,0.1,25,44.3,-98.98
0,0.4,100,42.4286,-85.4502
0,17.0,200,37.85,-93.43
0,0.1,50,42.87,-97.5
0,1.13,30,41.2995,-93.789
0,0.99,30,41.1256,-97.6929
0,0.5,75,38.82,-98.82
0,1.28,30,43.9041,-103.59100000000001
0,0.1,33,34.13,-99.5
1,19.0,800,33.95,-84.33
0,2.5,75,36.8,-90.53
0,0.5,200,39.15,-87.0
0,0.47,75,37.3545,-93.675
0,0.3,25,45.67,-93.07
0,0.1,30,46.58,-122.89
0,10.0,200,47.25,-109.35
0,4.0,440,33.07,-99.63
0,0.1,30,44.53,-93.35
0,0.9,100,31.98,-89.24
0,1.86,250,30.2918,-89.7362
0,0.1,50,41.33,-103.8
0,3.09,50,48.21,-102.97
0,2.0,23,30.1,-94.83
0,0.2,30,35.6809,-99.2404
0,0.2,50,37.18,-101.33
0,0.5,55,37.08,-95.08
0,0.5,100,42.34,-97.62
0,0.3,20,33.82,-78.63
0,0.35,50,37.19,-95.1
0,3.68,150,35.2257,-86.0669
0,3.0,100,29.92,-85.38
