fat,len,wid,slat,slon
0,2.0,50,40.12,-97.72
0,10.0,200,42.47,-100.2
0,0.1,50,39.64,-102.89
0,0.5,110,38.9,-98.38
0,0.1,20,41.88,-101.27
0,4.0,10,35.83,-90.37
0,3.5,440,29.144000000000002,-98.94200000000001
0,0.1,20,32.58,-100.58
0,0.5,100,29.33,-98.13
0,1.0,30,39.6,-102.68
0,0.5,50,38.43,-100.73
0,7.74,200,41.002,-104.3051
0,3.25,1000,35.2453,-97.4974
0,1.0,100,43.49,-98.7
0,0.3,150,30.53,-90.23
0,1.0,100,31.33,-84.62
0,1.25,150,32.8022,-89.0136
0,2.0,800,41.58,-97.07
0,5.0,50,30.93,-93.85
0,0.5,50,35.87,-88.85
0,2.24,350,31.4151,-84.9804
0,7.0,40,25.68,-80.42
0,0.57,100,41.831,-86.2407
0,1.0,100,38.8,-90.73
0,0.01,50,39.69,-103.03
0,9.0,100,47.66,-96.81
0,3.97,40,39.37,-92.21
0,0.17,10,30.03,-91.88
0,1.0,50,42.05,-92.9
0,3.54,550,32.3922,-90.2526
0,5.4,150,32.43,-86.72
0,3.15,700,32.7459,-89.1068
0,2.12,120,42.7849,-92.6323
0,8.0,65,31.23,-90.18
0,3.87,210,44.9632,-93.7922
0,0.51,30,41.0139,-92.6143
0,0.5,50,35.02,-77.95
0,3.0,20,30.82,-94.18
0,1.73,25,41.6723,-72.965
1,18.1,350,36.7825,-79.0945
0,2.63,75,39.8588,-83.0829
0,0.1,25,47.95,-95.02
0,0.75,400,33.72,-87.39
0,0.5,100,33.8,-81.55
0,0.92,30,27.65,-82.06
0,1.0,100,34.82,-77.55
0,3.62,100,44.29,-98.79
0,0.15,50,37.679,-101.76100000000001
0,0.5,10,30.58,-82.95
0,0.1,30,31.38,-100.97
0,0.1,50,40.82,-105.08
1,13.33,1320,33.5092,-89.2547
1,13.0,1200,42.5,-97.32
0,0.44,100,31.65,-89.45
0,0.2,25,29.98,-90.15
0,1.6,125,36.6484,-86.0819
0,3.71,100,28.4849,-81.6609
0,2.0,300,35.48,-101.03
0,4.8,75,38.1383,-101.1782
0,2.32,50,40.4975,-84.2966
0,1.32,50,34.22,-86.272
0,0.3,15,41.05,-89.53
0,1.57,75,38.532,-77.357
0,0.5,100,29.15,-97.28
0,16.48,300,37.8404,-97.6507
0,5.6,100,36.0009,-85.1133
0,0.5,50,37.33,-90.7
0,2.0,0,36.67,-98.23
0,0.19,50,45.2,-92.77
0,1.61,25,26.4327,-97.6116
0,0.2,25,48.8,-95.75
0,0.1,10,27.4,-82.57
0,3.0,70,40.25,-100.27
0,0.1,50,39.72,-104.5
0,0.1,15,40.53,-90.48
0,0.01,50,31.9,-88.28299999999999
0,1.0,50,33.75,-100.43
0,10.07,25,39.43,-97.13
0,2.5,50,40.63,-96.22
0,3.0,50,31.67,-91.38
0,1.46,30,47.5,-98.7229
0,5.0,50,42.0,-99.25
0,0.1,10,32.28,-99.82
0,0.1,30,34.18,-99.07
0,0.1,50,39.92,-105.07
0,0.1,30,39.05,-108.6
0,0.5,10,35.62,-90.33
0,1.49,40,34.4,-79.33
0,7.13,40,34.4843,-77.8268
0,0.7,50,35.2,-81.95
0,0.1,40,38.33,-77.15
0,0.4,100,38.0386,-92.4879
0,4.0,500,48.9,-95.33
0,0.1,30,40.02,-88.72
0,0.05,50,31.7713,-101.5
0,9.6,120,43.7229,-93.03
0,8.0,15,30.92,-82.17
0,0.2,10,27.78,-81.8
0,1.3,45,37.33,-120.52
0,5.86,200,42.211,-88.948
0,0.25,15,33.59,-79.9
0,6.4,60,36.12,-95.35
0,0.6,73,39.62,-77.42
0,2.18,75,41.7909,-89.6702
0,0.33,30,42.74,-89.44
0,1.0,50,39.45,-99.32
0,6.0,400,28.97,-80.88
0,2.0,50,35.85,-97.47
0,0.4,100,48.77,-98.79
0,0.5,20,38.2,-105.46
0,0.3,60,29.2373,-89.9918
0,14.25,150,41.57,-93.0
0,0.2,25,47.3,-96.38
0,2.46,20,40.9602,-84.4437
0,0.03,25,35.7506,-90.4266
0,0.3,10,44.93,-96.55
0,2.82,400,37.3,-102.94
0,4.8,75,32.27,-86.03
0,3.79,440,41.07,-97.24
0,0.1,30,40.6,-104.9
0,1.0,100,39.67,-97.83
0,0.1,0,38.57,-121.45
0,6.0,30,34.32,-89.1
0,9.0,880,34.97,-98.12
0,5.1,150,38.7456,-90.1859
0,14.0,880,40.2,-89.33
0,11.47,150,40.7733,-81.9628
0,0.5,50,43.61,-95.47
0,0.1,25,35.17,-101.77
0,0.2,40,35.38,-85.3623
0,0.7,73,38.22,-76.62
0,13.0,350,45.02,-93.15
0,0.48,75,35.495,-86.4099
0,2.0,50,39.93,-86.65
0,8.0,20,33.27,-111.33
0,0.1,40,39.27,-91.95
0,4.87,140,43.89,-92.87
0,6.3,100,35.27,-91.8
0,3.5,50,35.12,-96.83
0,0.78,20,41.51,-95.9
0,0.5,60,37.33,-97.23
0,4.8,100,36.2081,-76.9334
0,2.36,100,37.0133,-92.6288
0,25.32,300,48.36,-97.87
0,1.5,25,41.02,-81.08
0,1.0,50,37.77,-77.27
0,0.0,0,0.0,0.0
0,0.1,10,41.22,-84.98
0,1.0,200,32.8,-103.18
0,9.81,125,41.56,-93.23
0,0.9,50,35.39,-84.35
0,0.06,25,32.9053,-87.1229
0,0.2,25,40.51,-95.28
0,1.36,75,34.33,-79.44
0,0.3,30,37.97,-99.42
0,0.5,23,41.17,-98.92
0,0.1,50,41.63,-96.72
0,0.3,15,34.2,-79.77
0,0.5,50,42.27,-89.83
0,3.0,40,42.3,-98.27
0,0.0,20,42.82,-98.12
0,0.3,20,42.2042,-90.4678
0,1.0,30,30.97,-87.27
0,5.83,560,31.3902,-89.5764
0,0.09,20,35.32,-101.71
0,0.1,10,37.28,-104.38
0,0.7,30,31.32,-103.53
0,0.5,20,40.37,-100.38
0,0.6,50,42.9,-85.77
0,0.33,50,37.996,-86.785
0,0.95,30,48.3089,-102.1612
0,10.0,100,41.08,-79.32
0,0.03,20,33.616,-105.741
0,0.5,50,48.4,-106.93
0,0.1,10,33.88,-101.6
0,8.5,75,34.2662,-84.5574
0,4.5,130,35.0,-97.38
0,2.3,100,35.78,-95.28
0,0.1,20,40.43,-101.09
0,25.53,440,32.594,-85.764
0,0.16,50,35.0787,-88.7365
0,0.1,10,26.72,-82.27
0,0.1,10,42.4,-91.65
0,0.48,25,43.998,-92.3098
0,0.1,50,40.2,-103.87
0,0.1,50,43.42,-95.55
0,2.0,50,47.15,-110.23
0,0.59,80,31.13,-81.56
0,2.0,30,42.92,-91.15
0,1.0,100,32.12,-81.17
0,2.5,50,24.7,-81.08
0,0.5,25,47.83,-95.93
0,0.15,30,39.95,-83.76
0,0.5,150,42.35,-73.8
0,4.0,100,35.0198,-98.5594
0,7.41,900,32.836,-84.9421
0,1.08,100,44.36,-84.12
0,0.1,20,40.77,-102.01
0,12.0,300,36.2017,-87.8132
0,0.28,15,40.13,-99.5501
0,1.01,250,40.3415,-97.7877
0,6.73,440,32.9684,-85.0301
0,0.1,30,35.23,-77.42
0,1.2,50,39.43,-76.85
0,1.0,20,42.52,-113.561
0,5.17,100,31.8472,-90.4507
0,3.55,1936,34.572,-102.359
0,0.1,25,35.82,-77.25
0,0.5,55,37.4,-97.28
0,0.09,25,42.61,-95.98
1,3.85,200,36.06,-80.02
0,3.76,95,33.9768,-85.9276
0,2.09,189,30.3585,-94.0958
0,19.06,200,38.0303,-102.601
0,0.1,50,39.97,-104.82
0,9.0,200,45.25,-89.68
0,0.1,40,38.95,-90.35
0,7.05,150,41.3996,-88.6139
0,0.3,30,34.75,-92.52
0,1.0,35,46.55,-99.7
0,0.1,50,39.95,-97.42
0,0.2,35,47.0,-94.62
0,6.5,400,38.9,-99.73
0,0.69,50,46.91,-109.78
0,8.58,400,37.9759,-93.6112
0,0.74,30,41.1238,-97.6459
0,0.2,30,41.38,-93.27
0,4.0,30,31.75,-93.4
0,0.3,0,35.28,-101.3
0,9.99,800,34.3068,-100.7142
0,1.4,150,32.72,-89.03
0,1.34,50,31.9815,-98.7621
0,2.97,75,38.71,-83.65
0,0.5,50,40.08,-93.7
0,0.5,20,30.55,-95.25
0,7.25,150,36.0952,-87.539
0,34.0,1500,36.43,-98.73
0,0.1,50,33.1,-101.88
0,1.0,30,45.82,-122.77
0,0.6,50,36.98,-84.12
0,0.1,20,38.53,-101.75
0,0.1,50,39.66,-103.99
0,2.36,300,46.05,-96.75
0,2.8,50,43.33,-93.47
0,8.17,50,39.8193,-90.4178
0,3.0,30,39.98,-88.05
0,3.0,50,39.38,-99.35
0,0.18,50,33.98,-103.23
0,0.01,15,26.1064,-97.1635
0,1.0,35,48.09,-100.6
0,0.5,20,40.38,-101.62
0,2.0,100,35.72,-95.97
0,5.8,100,46.37,-96.15
0,1.35,285,47.507,-122.6395
0,4.46,175,34.3474,-86.0671
0,3.99,75,41.8912,-91.8966
0,0.61,80,38.763000000000005,-75.165
0,0.2,50,37.63,-94.53
0,0.1,25,38.68,-92.57
1,4.0,100,35.58,-85.92
0,0.1,50,40.55,-103.45
0,0.1,20,29.35,-98.7
0,0.2,70,40.07,-78.87
0,0.23,25,40.8515,-115.741
0,2.33,50,38.266999999999996,-89.417
0,0.3,20,46.4134,-95.6082
0,0.7,30,34.47,-99.0
0,22.5,100,41.87,-94.82
0,1.0,13,29.82,-93.1
0,0.3,25,45.1,-95.37
0,6.0,50,35.1,-96.38
0,3.05,440,30.085,-97.542
0,1.23,40,39.2358,-94.4362
0,0.4,100,31.436,-85.2071
0,1.0,40,39.57,-91.07
0,0.11,15,34.684,-91.786
0,1.0,20,42.3,-98.47
0,0.2,25,47.08,-96.65
0,0.09,135,31.9083,-92.7384
0,4.77,200,34.0393,-100.45299999999999
0,3.0,100,43.22,-101.58
0,0.4,25,35.98,-96.87
0,3.88,100,37.0957,-93.5052
0,8.5,300,42.63,-84.73
0,2.0,50,38.43,-96.92
0,1.0,50,34.58,-91.5
0,0.1,50,40.12,-103.07
0,0.1,20,30.6,-87.03
0,0.1,10,27.92,-82.53
0,2.74,150,34.8524,-76.5645
0,4.0,75,38.33,-101.35
0,2.0,20,40.52,-96.75
0,2.0,50,36.11,-100.34
0,26.0,600,46.11,-97.95
0,0.1,10,28.0958,-97.38
1,5.03,400,48.813,-102.18700000000001
0,0.1,50,40.88,-72.5
0,3.0,200,30.22,-92.02
0,1.2,50,42.93,-88.93
0,7.48,200,35.53,-86.44
0,0.2,20,41.52,-93.37
0,0.1,25,40.03,-98.4
0,1.0,200,45.21,-106.2
0,1.09,50,35.8265,-102.37299999999999
0,0.1,10,41.98,-91.85
0,2.2,150,42.0834,-90.6883
0,0.2,30,37.33,-88.77
0,1.38,100,42.135,-96.8568
0,2.0,30,37.35,-100.52
0,9.21,700,33.656,-88.059
0,1.29,150,37.9073,-87.545
0,9.89,100,32.27,-88.93
0,0.5,35,32.45,-81.68
0,4.92,300,34.3547,-86.8371
0,6.0,300,32.25,-85.95
0,5.51,150,37.8963,-88.7778
0,0.32,75,32.0708,-82.7317
0,1.11,30,42.2283,-93.3402
0,0.1,20,32.37,-100.53
0,1.8,30,38.42,-99.95
0,12.9,500,33.28,-85.48
0,0.8,30,33.23,-79.38
0,1.98,400,35.287,-85.992
0,10.0,400,39.9,-89.25
0,9.5,200,39.73,-90.33
0,0.3,125,41.27,-89.85
0,0.35,50,34.725,-76.508
0,1.62,200,39.0275,-104.022
0,0.1,30,35.25,-81.08
0,0.92,40,29.2854,-95.2801
0,0.3,110,37.65,-98.18
0,0.1,50,40.87,-104.23
0,2.51,100,32.49,-84.51
0,0.1,10,39.45,-87.7
0,0.2,20,38.03,-93.5
0,3.0,50,30.67,-96.37
0,0.5,50,34.48,-97.85
0,2.05,50,40.3755,-82.8014
0,0.1,30,30.32,-89.33
0,0.2,20,42.57,-106.72
0,0.1,15,28.0531,-97.8921
0,1.0,45,41.92,-94.55
0,1.5,100,29.82,-93.13
0,1.67,200,41.9739,-89.5696
0,3.27,100,34.08,-87.0
0,3.0,200,40.67,-82.9
1,2.8,500,33.55,-86.57
0,0.5,50,29.42,-94.53
0,2.67,200,35.34,-103.42
0,0.74,75,34.554,-82.07
0,0.2,50,38.3,-101.75
0,3.7,150,38.5569,-100.598
0,0.1,20,30.7,-98.67
0,6.0,120,37.13,-87.27
0,0.1,20,43.0,-101.95
0,0.2,10,25.58,-80.33
0,3.9,25,48.97,-97.28
0,6.58,300,34.6146,-86.6387
0,5.07,35,43.4238,-94.9899
0,7.5,50,35.5,-97.71
0,0.1,50,33.6,-80.25
0,1.0,10,31.05,-91.8
0,2.15,100,31.0012,-85.6421
0,21.0,400,31.12,-89.03
0,0.19,50,40.6946,-96.583
0,3.15,100,35.4146,-86.7049
0,0.74,50,44.05,-97.29
0,0.1,10,40.48,-103.4
0,7.0,75,39.22,-86.65
0,42.24,100,32.82,-83.78
0,3.0,200,35.42,-84.62
0,0.1,50,42.48,-95.8
0,1.0,20,40.88,-88.33
0,1.0,75,40.25,-76.92
0,0.1,20,30.47,-87.18
0,0.9,30,35.72,-86.17
0,0.99,175,31.8639,-99.0575
0,2.46,75,40.3,-96.73
0,0.2,25,47.05,-94.68
0,0.1,50,37.37,-102.4
0,0.63,70,39.6193,-91.6991
0,1.0,200,38.05,-85.53
0,0.28,25,41.55,-98.6074
0,5.95,700,40.8892,-90.5936
0,0.5,20,39.28,-101.8
0,2.0,40,37.87,-90.25
0,0.54,6,36.9569,-122.0181
0,0.84,125,40.241,-76.1637
0,0.1,50,42.75,-96.6
0,9.5,200,34.43,-83.2659
0,0.15,25,40.78,-93.05
0,0.7,100,38.97,-82.33
0,1.0,0,38.95,-89.68
0,4.6,100,35.7,-97.65
0,3.0,200,36.4,-97.08
0,0.66,50,30.23,-84.17
0,1.65,100,37.46,-89.46
0,0.64,50,42.3634,-96.8703
0,0.82,25,36.7996,-100.33
0,0.1,10,31.83,-99.43
0,3.5,350,34.5,-99.92
1,12.5,880,36.21,-92.62
0,7.0,100,46.65,-96.42
0,2.0,0,34.97,-90.03
0,3.0,100,48.97,-97.55
0,2.0,30,28.42,-80.53
0,0.95,75,31.17,-84.83
0,0.01,50,38.53,-103.5
0,1.05,30,46.79,-98.09
0,8.4,30,33.37,-95.12
0,0.01,25,39.86,-103.03
0,4.0,40,32.07,-85.72
0,2.5,100,35.7058,-95.8747
0,6.54,100,44.1557,-93.6893
0,0.1,10,27.77,-98.07
0,0.49,150,28.8989,-80.861
0,17.0,200,36.327,-100.0
0,1.14,150,41.227,-80.519
0,12.73,75,40.1163,-87.2456
0,0.3,20,40.37,-84.05
0,7.81,25,35.91,-89.46
0,1.0,200,34.02,-80.93
0,1.5,100,31.8025,-94.8477
0,0.3,10,45.47,-98.42
0,2.09,75,32.2624,-89.5387
0,0.2,100,43.28,-88.85
0,0.1,150,39.54,-104.04
0,0.5,100,32.33,-89.98
0,1.93,25,47.11,-102.77
0,0.34,25,34.6438,-91.6415
0,5.43,60,34.4051,-77.9361
0,1.47,50,31.56,-91.98
0,0.37,50,39.3991,-83.9829
0,10.3,1500,35.1576,-97.8032
0,5.0,50,33.68,-88.33
0,4.0,60,36.65,-88.45
0,1.63,75,31.95,-90.44
0,14.7,0,39.3,-90.77
0,7.0,100,46.52,-96.17
0,11.5,130,37.05,-89.62
0,0.5,30,37.05,-89.67
0,0.2,25,41.53,-73.42
0,0.5,50,30.32,-95.45
0,0.1,30,38.75,-96.73
0,1.31,40,41.72,-71.23
0,4.76,25,39.2181,-100.162
0,1.63,880,32.01,-89.2693
0,0.1,30,39.6,-104.62
0,4.53,150,36.2208,-86.5461
0,0.1,10,26.68,-80.67
0,1.7,0,43.33,-83.2
0,4.0,200,35.23,-100.62
0,0.2,30,34.23,-86.77
0,1.0,75,33.12,-91.28
0,1.1,70,34.6738,-87.6075
0,2.58,300,39.8506,-82.5908
0,11.87,600,39.4898,-99.87200000000001
0,0.1,10,34.38,-102.35
0,1.5,100,43.18,-95.2
0,2.3,10,27.88,-82.37
0,0.82,40,29.0009,-80.8838
0,0.3,50,35.27,-75.55
0,14.7,675,37.5031,-100.1355
0,1.0,40,33.33,-89.75
1,2.0,150,34.7,-78.55
0,0.21,33,39.215,-84.01299999999999
0,0.0,0,24.55,-81.77
0,3.2,200,35.1397,-86.5762
0,12.6,0,39.37,-89.57
0,4.0,250,42.02,-100.6
0,0.1,50,33.77,-85.23
0,0.1,50,40.85,-102.08
0,16.0,50,32.37,-91.2
0,1.0,50,35.4,-79.8
0,11.3,600,41.469,-105.676
0,0.45,50,40.4856,-86.0733
0,1.7,75,32.07,-97.5
0,3.0,150,46.84,-97.45
0,1.02,50,37.7661,-102.21600000000001
0,1.7,30,36.63,-87.47
0,2.0,100,35.1,-95.73
4,24.5,400,31.83,-81.78
0,3.0,75,32.65,-89.4
0,7.0,20,39.88,-89.17
0,3.44,350,42.21,-90.43
0,0.3,20,39.33,-102.6
0,0.58,75,37.97,-89.11
0,1.0,220,38.3,-97.35
0,1.91,50,32.7759,-86.5429
0,3.0,50,35.02,-92.08
0,0.01,25,40.84,-117.34
0,0.72,25,30.47,-92.31
0,0.1,20,29.42,-94.67
0,0.64,200,31.3914,-90.3756
0,0.15,50,43.15,-95.15
0,5.26,200,36.7835,-87.3969
0,0.1,5,18.4058,-66.153
0,6.0,1000,42.13,-76.27
0,1.0,20,31.13,-93.48
0,1.94,100,42.085,-80.1396
0,1.0,200,34.38,-102.02
0,6.9,250,37.37,-98.75
0,1.0,30,41.5,-95.45
0,0.1,10,43.87,-105.47
0,0.1,20,42.18,-100.47
0,0.34,200,34.49,-85.366
0,0.1,10,30.65,-98.48
0,1.5,20,41.02,-101.05
0,3.0,200,35.38,-91.02
0,0.18,25,28.0708,-98.0175
0,8.0,200,40.13,-79.4
0,5.0,75,33.42,-93.67
0,0.79,75,38.169000000000004,-89.956
0,0.4,90,30.43,-87.1
4,52.8,880,40.78,-84.77
0,0.6,25,47.22,-97.93
0,17.8,500,41.3348,-93.3588
0,14.87,400,34.954,-88.0731
0,0.1,50,39.14,-104.82
0,1.64,100,33.3375,-84.412
0,0.5,60,34.473,-98.334
0,0.15,15,27.52,-80.3563
0,0.2,23,35.78,-96.67
0,9.0,100,34.18,-81.85
0,3.8,200,35.351,-81.794
0,2.0,100,37.03,-100.93
0,1.0,1,30.05,-82.08
0,0.5,20,35.6213,-84.57
0,2.25,100,33.85,-102.32
0,0.2,23,34.23,-98.3
0,0.2,30,35.11,-85.69
0,0.01,50,39.77,-103.72
0,1.49,150,41.1153,-100.861
0,3.4,100,35.54,-84.3
0,4.58,100,40.9301,-75.251
0,0.1,25,45.97,-94.72
0,3.0,20,47.48,-94.06
0,5.3,75,38.92,-85.73
0,3.4,485,32.0308,-85.8742
0,4.0,100,45.77,-92.9
0,7.5,50,39.77,-94.85
0,0.2,50,36.35,-98.57
0,2.52,150,32.2606,-93.0064
0,0.1,10,40.93,-96.38
0,0.5,10,42.45,-102.45
0,0.5,50,29.4,-94.9
0,4.5,100,33.85,-98.53
0,0.5,20,29.93,-95.07
0,1.0,10,44.37,-101.17
0,0.23,10,44.677,-92.415
0,0.1,100,41.37,-75.75
0,0.5,10,39.4,-102.47
0,2.5,30,31.12,-85.6
0,0.02,10,44.4955,-93.1464
0,1.5,500,36.134,-100.926
0,6.0,100,38.38,-75.25
0,0.1,50,42.87,-97.92
0,1.2,0,38.88,-122.03
0,1.89,100,37.92,-96.91
0,0.1,100,35.2,-114.2
0,15.0,30,42.32,-92.0
0,3.0,75,31.2893,-86.0359
0,0.0,0,55.27,-160.63
0,0.0,30,42.9,-103.4
0,8.0,75,42.17,-93.52
0,1.0,100,41.1,-81.63
0,3.38,150,35.69,-90.24
0,4.3,150,39.7948,-83.7592
0,0.57,50,31.17,-89.92
0,0.5,30,39.65,-99.17
0,2.56,50,42.93,-89.14
0,3.1,25,35.42,-92.45
0,10.58,300,38.02,-94.12
0,1.0,110,37.0,-95.6
0,0.2,10,45.78,-99.64
0,0.9,250,40.0948,-88.2679
0,0.5,55,37.58,-98.03
0,0.86,50,38.6746,-77.8656
0,1.07,50,36.74,-101.988
0,0.28,10,47.14,-104.89
0,10.67,1200,37.3524,-94.7074
0,1.38,100,35.58,-77.93
0,0.1,25,47.55,-98.33
0,1.5,30,36.4319,-97.8801
0,0.5,50,42.27,-73.82
0,3.0,100,41.1,-89.13
0,0.36,20,36.76,-91.99
0,0.1,20,40.63,-104.4
0,2.4,75,35.02,-93.07
0,1.44,175,32.7561,-93.688
0,14.96,250,35.68,-85.98
0,6.0,150,38.05,-98.83
0,0.5,40,38.68,-90.92
0,1.6,100,32.63,-97.28
0,0.8,150,39.73,-96.98
0,0.12,33,40.1002,-75.0279
0,0.5,50,30.93,-90.48
0,1.0,30,33.02,-91.02
0,2.5,25,47.88,-96.38
0,7.0,600,35.33,-93.98
0,0.7,260,35.1399,-94.8763
0,3.91,75,41.8732,-90.1704
0,0.2,50,38.5627,-83.5904
0,2.43,200,34.2776,-94.3015
0,2.16,100,34.9527,-92.2291
0,1.8,500,36.05,-94.98
0,1.12,600,35.94,-100.435
0,0.01,50,40.29,-104.04
0,0.11,20,48.8191,-102.271
0,2.11,100,34.0426,-83.9505
0,0.1,50,33.17,-100.38
0,0.1,50,42.93,-114.4
0,0.1,20,26.18,-97.7
0,0.1,10,41.6,-99.42
0,5.0,1760,32.53,-94.37
0,5.0,100,38.97,-100.13
0,0.1,50,46.1,-112.83
0,10.13,1800,32.0137,-93.4824
0,0.3,128,34.68,-88.05
0,20.0,200,39.93,-91.83
0,1.2,100,39.97,-86.98
0,0.1,0,39.77,-94.85
0,1.51,10,41.0828,-91.5789
0,0.54,225,38.247,-87.2612
0,0.05,40,39.2511,-94.4442
0,0.1,0,39.45,-121.57
0,9.0,70,40.67,-97.57
0,1.0,10,46.13,-100.7
0,8.11,200,39.2038,-86.8726
0,1.0,50,46.1,-99.27
0,7.0,250,46.4512,-97.8742
0,0.1,50,29.2654,-95.44
0,2.9,100,35.75,-85.47
0,0.1,10,42.28,-89.62
0,2.75,50,40.8255,-87.7306
0,0.5,25,41.25,-88.83
0,3.18,75,37.5429,-89.0922
0,9.0,80,35.13,-95.0
0,0.2,25,47.33,-97.73
0,1.8,60,33.1,-87.7
0,1.0,100,36.23,-97.9
0,2.0,125,37.973,-98.818
0,0.2,30,34.47,-102.41
0,10.54,440,39.7499,-88.5981
0,0.0,0,0.0,0.0
0,0.71,100,28.4683,-82.566
0,7.5,100,43.37,-82.68
0,2.0,50,33.33,-91.28
0,0.1,10,41.12,-89.97
0,0.2,20,35.47,-76.38
0,1.0,300,40.03,-97.02
0,1.46,150,40.186,-80.13600000000001
0,4.61,100,42.89,-84.96
0,4.03,50,39.4852,-94.0184
0,0.1,50,37.6095,-89.6558
0,1.0,30,41.32,-76.92
0,5.0,60,34.9,-87.12
0,0.12,20,36.51,-93.99
0,4.47,100,35.4909,-100.639
0,12.41,200,38.4013,-90.7322
0,10.0,70,40.4,-82.48
0,0.5,50,43.53,-96.02
0,0.71,50,35.2092,-101.5734
0,1.5,75,33.13,-102.47
0,0.96,30,27.522,-80.5496
0,1.65,50,37.58,-99.33
0,4.0,100,35.92,-88.9
0,1.0,50,32.17,-89.78
0,0.1,25,41.62,-101.63
0,1.21,25,40.2279,-102.7278
0,0.3,30,36.57,-76.75
0,10.0,50,34.52,-83.32
0,0.46,100,47.71,-103.28
0,2.08,100,41.5878,-94.0668
0,0.1,10,31.6,-81.88
0,0.5,40,37.3,-98.05
0,5.0,30,30.48,-92.6
0,3.0,100,34.32,-92.65
0,6.5,400,39.77,-86.17
0,1.42,50,43.8698,-95.1275
0,0.3,70,26.3839,-80.153
0,3.5,175,40.45,-81.52
0,0.37,50,37.4688,-101.945
0,0.18,40,43.4978,-94.4522
0,11.6,1400,37.9023,-99.0685
0,0.2,20,33.18,-99.35
0,0.5,23,48.68,-95.75
0,0.05,25,39.37,-97.57
0,0.1,13,30.85,-100.57
0,5.0,40,42.9,-101.67
0,1.0,400,32.4991,-95.4076
0,0.1,20,35.81,-87.82
0,0.8,50,33.5,-87.72
0,0.5,150,44.25,-70.45
0,5.5,150,38.97,-89.67
0,0.08,50,32.6267,-87.4231
0,2.0,400,41.87,-97.35
0,0.69,25,46.9134,-93.5919
0,0.1,30,35.53,-93.83
0,0.9,100,38.77,-98.73
0,0.2,25,47.6505,-117.6196
0,0.25,10,34.27,-103.2
0,0.1,20,36.53,-83.82
0,0.2,25,43.15,-93.13
0,3.32,100,36.0971,-86.2501
0,4.0,50,48.33,-97.05
0,8.0,50,31.72,-89.22
0,1.5,0,40.83,-98.62
0,3.71,200,37.647,-76.435
0,5.05,200,39.1213,-104.115
0,0.1,50,40.7,-103.1
0,0.42,200,32.4636,-94.0565
0,0.5,40,33.22,-100.15
0,0.45,25,43.09,-89.16
0,1.0,100,32.72,-96.17
0,1.0,100,37.77,-102.83
0,0.1,20,43.07,-85.95
0,4.76,200,32.5302,-85.5572
0,4.8,20,33.63,-94.78
0,0.1,50,32.03,-99.52
0,1.0,50,42.62,-85.45
0,0.1,30,39.73,-90.92
0,0.2,30,40.23,-100.62
0,0.3,20,41.5137,-91.7923
0,0.5,50,44.3831,-95.8188
0,0.1,13,30.85,-100.62
0,0.23,20,39.6928,-89.2137
0,1.38,448,32.55,-83.29
0,4.0,40,48.46,-95.62
0,3.2,30,26.77,-80.05
0,0.04,20,47.8298,-99.9086
0,0.38,80,31.7619,-88.417
0,1.3,50,33.2,-86.47
0,0.1,50,40.75,-102.97
0,0.8,150,34.751,-83.225
0,0.5,50,37.83,-96.87
0,27.0,150,36.33,-100.13
0,9.14,75,44.7577,-84.7721
0,7.5,500,37.6857,-92.1901
0,1.5,250,33.57,-80.68
0,2.0,300,47.25,-99.02
0,0.2,50,28.92,-98.63
0,1.5,75,38.22,-100.71
0,1.0,10,30.47,-93.87
0,0.5,50,35.17,-100.7
0,17.0,600,36.12,-99.48
0,1.25,50,37.501999999999995,-102.73299999999999
0,4.0,50,32.68,-90.38
0,0.5,10,30.28,-94.17
0,0.4,40,42.58,-98.04
0,0.8,75,39.55,-97.02
0,1.0,50,33.42,-90.62
0,1.68,50,45.4606,-95.3486
0,0.1,20,39.72,-104.18
0,5.0,50,39.42,-83.98
0,12.83,100,34.3861,-102.311
0,23.38,400,40.0,-97.5
0,3.0,30,41.22,-75.28
0,1.0,100,35.22,-77.58
0,5.45,100,42.4932,-88.5704
0,0.42,40,38.26,-98.81
0,9.56,150,43.7611,-89.3682
0,3.03,100,43.65,-95.84
0,0.25,20,37.4,-77.69
0,4.0,100,38.82,-96.62
0,0.5,100,29.13,-100.02
0,1.0,73,33.62,-97.43
0,1.89,30,37.24,-99.43
0,24.0,440,37.27,-88.08
0,2.97,100,45.547,-102.4
0,1.22,200,44.034,-103.742
0,10.11,440,45.68,-122.69
0,4.86,75,38.6774,-83.915
0,0.09,25,40.7,-90.53
0,2.12,100,41.2389,-74.0499
0,2.0,75,33.88,-101.96
0,3.0,100,33.97,-80.98
0,0.1,10,32.77,-96.78
0,0.3,50,39.27,-91.9
0,0.02,10,44.83,-101.14
0,3.81,100,32.3869,-94.1053
0,0.5,75,29.8572,-90.8043
0,0.99,75,39.6842,-83.4178
0,5.0,100,31.57,-89.35
3,8.43,440,34.99,-89.99
0,0.5,50,34.63,-92.13
0,1.18,25,33.25,-93.0941
0,0.1,10,46.42,-98.48
0,5.0,100,41.67,-80.43
0,20.31,400,31.58,-83.42
0,4.16,20,29.9746,-92.5181
0,2.63,70,38.1021,-82.6289
0,1.8,20,33.25,-94.45
0,7.95,300,34.2048,-86.1525
0,0.43,35,46.73,-101.04
0,0.1,20,35.38,-101.47
0,0.5,30,28.1,-97.6
